ONI_11_dem_1,ONI_11_dem_2,ONI_11_dem_3,ONI_49_dem_1,ONI_49_dem_2,ONI_49_dem_3,ONI_89_dem_1,ONI_89_dem_2,ONI_89_dem_3,Suma
-23.49341912442728,-30.271831425038677,-23.402283099174028,-30.997467408568703,-40.782282359999016,-31.455258501524163,-0.0,-0.0,-0.0,-180.40254191873186
-21.33332987462744,-29.109241126399134,-20.763791981637286,-57.45264592669225,-78.669650764871,-55.631680800582906,-17.858147171602496,-22.603969799977982,-17.091003033953946,-320.5134604803444
-16.68320031490215,-23.187963877486872,-15.871842676943707,-67.30456094619966,-97.68853680533668,-67.20508458636199,-6.452146056931462,-8.415025423516985,-6.256997943788681,-309.0653586314682
-8.078235340702605,-10.72119175521937,-7.641242834773834,-50.90812064441052,-74.14105675316415,-48.49881200580039,-8.635185509668524,-10.574804371012831,-7.916472678111496,-227.11512189286373
-9.481133537461528,-12.684244083532523,-9.59515633173397,-61.468822822366185,-90.70168851112814,-64.1602594657252,-19.26437492167537,-25.40778698119066,-18.348884776880123,-311.1123514316937
-10.948734143526325,-13.667622872823891,-10.293642376253336,-51.317581243868915,-74.0408874300045,-57.13091301172548,-21.400987521754168,-31.48319519874955,-22.41307876864212,-292.69664256734825
-14.718849458471688,-19.198726529991923,-14.16209672165631,-60.87033652442331,-80.55169009292732,-64.76330583449524,-38.0043750670672,-51.864326250463456,-38.32280830390386,-382.4565147834003
-12.82408088504333,-17.38062113823835,-12.178611832744002,-37.30753984929726,-52.2273268524694,-41.77523410795563,-24.921277970406468,-35.07565871682572,-26.483722771311072,-260.1740741242912
-17.81764471027536,-22.90588966654193,-17.51879819420523,-40.618925526013854,-58.43550121587266,-44.63508533065634,-33.588234330979155,-48.97033479437497,-34.69878470697277,-319.1891984758923
-89.7551180602743,-113.15716657939596,-86.86883873410721,-18.624656029041727,-26.85023784120663,-20.286793584409537,-10.396111866249278,-15.361857417432798,-11.211815064817728,-392.5125951769352
-82.07969699465424,-107.10033812454046,-85.47662546492884,-6.6437428833331715,-9.172726386653283,-7.3147269862594735,-8.519180885804989,-12.726300206070983,-9.538041215091583,-328.57137914733704
-79.54788672297401,-104.52938163517126,-78.87362665776915,-6.07810054785683,-8.48805754518152,-7.195137935218493,-0.0,-0.0,-0.0,-284.7121910441712
-61.237102333155526,-88.8584381178361,-62.210827248615274,-1.4039133811487978,-2.086349331176722,-1.7014143347065653,-0.0,-0.0,-0.0,-217.49804474663898
-66.08598890387195,-91.8149737332804,-64.04575218320657,-9.823189707168876,-13.461849696703256,-11.227213458795406,-0.0,-0.0,-0.0,-256.45896768302646
-32.000071416267275,-46.10384716941012,-33.29806803360122,-19.6535934854046,-26.00328845426025,-21.15592750661284,-0.827652279882357,-1.0751404461926406,-0.8488007187580797,-180.96638951038938
-10.272871260178302,-16.466959999868727,-12.541776731608302,-14.370532563947814,-20.872216911580423,-16.07921781790114,-2.6865499180643866,-3.560290262866543,-2.8616248920509406,-99.71204035806657
-9.976285428915492,-15.135619882374124,-12.50627723970688,-27.25987194166753,-38.72312214839024,-30.442544659303348,-6.754659934581943,-9.339468982680966,-7.272558668889198,-157.4104088865097
-1.7603070501650495,-3.0529162754017674,-2.2964128757139433,-15.499851454697392,-21.753708549018082,-18.0032070721683,-9.073352051598475,-12.47252507300106,-9.343008749894967,-93.25528915165903
-3.5099204098387684,-5.6768637371139095,-4.237228851036692,-19.274686798615694,-27.942974649064194,-21.891229014736187,-20.204854421940496,-27.069123333516696,-20.85050676172774,-150.65738797759036
0.4887999523698733,-0.23661164513544056,-0.21243634941009576,-12.966882899596184,-18.33585035702023,-16.305128549544015,-13.038828040558448,-17.752100147106344,-13.66965699143462,-92.0286950274355
-2.0209138018822017,-4.216462819406753,-2.6770832814966963,-18.55883978219183,-26.838508045446172,-20.454222299121454,-24.280704247578562,-33.73857105455728,-24.850487374226827,-157.6357927059078
-1.7362096009061596,-2.956703811949177,-1.959443009967058,-19.95361825508336,-28.143395984140806,-22.344535943876842,-67.78998226160252,-95.37069989944801,-70.29958644607079,-310.55417521304474
-0.9907674435935052,-1.772799687215246,-1.2996344616276858,-17.503684561342446,-26.58004967330029,-19.24116720186646,-66.46769790894798,-93.66621119349233,-68.96877293266006,-296.490785064046
-1.2953116950661385,-1.9302912378150952,-1.3935898825917434,-22.237398412263655,-34.40784276704501,-24.934649387041386,-93.02082104086278,-132.7033660292477,-98.3661488805582,-410.2894193324918
