ONI_10_dem_1,ONI_10_dem_2,ONI_10_dem_3,ONI_49_dem_1,ONI_49_dem_2,ONI_49_dem_3,ONI_89_dem_1,ONI_89_dem_2,ONI_89_dem_3,Suma
8.20184293537095,11.037933839642198,8.257484233176509,12.565921887609553,15.60108176832973,12.881660706296655,0.0,0.0,0.0,68.54592537042559
7.253167877051681,8.90188417781527,6.709645989144724,12.420103745733444,14.400690176441374,13.148209968776824,4.090623425208635,5.802761598719947,4.681917786045383,77.40900474493729
4.721451377718963,5.890688021624268,4.569043908303488,19.79937846827031,23.960446457479435,18.376851069928506,1.5247142687405153,2.2664524341759433,1.8827306896395228,82.99175669588095
2.696529934095514,3.211496962209514,2.280002400803219,16.98406721586096,22.30840383319022,17.36140548688033,2.0723176449079497,3.2654399199077715,2.5996150305096193,72.7792784283651
2.395505845986121,3.0183430952638717,2.0551336686073083,14.824424190144633,19.493370054643698,15.855008997340011,5.441927808460334,8.031707799040028,6.261857972513831,77.37727943199985
1.366143086927337,1.8368717941757484,1.3444298545675972,11.768201772236111,16.453070904034238,12.738480345102476,4.5546808561904175,6.661529761143793,5.673033185246069,62.39644155962379
2.423814642475201,2.469492933509038,1.9628710225299262,9.918645086639149,12.997590837043383,10.022855550396178,7.274084197027601,11.038121063406429,9.455105656042718,67.56258098906963
1.8680360849328217,2.2945433838925684,2.1277830586685385,10.662463368452887,13.229573762422294,10.637385805439742,8.271171802226311,12.16055779696829,10.227256538518768,71.47877160152223
2.6159497649622354,3.2752970689490675,2.9081734668766335,11.802245825748317,14.311006011098035,11.43994589269174,11.156465724354828,16.207196544868115,13.151423217708833,86.86770351725781
10.937889064010706,14.038106075204242,12.61599530424963,4.3935705262790075,4.729646324863101,3.86779719526433,3.0488729099618985,3.875808880495367,3.3342273370816837,60.84191361740997
15.124718884245558,18.007033461397345,17.036836523940647,1.696041687979056,2.044888461510366,1.5993533801072888,2.8518983688915838,4.123076749528313,3.4698722345100035,65.95371975211016
22.941221520539553,25.47876125831842,25.546767292648862,0.6706417018124984,1.0521709548120615,0.715106643189316,0.0,0.0,0.0,76.40466937132071
13.403428009724934,15.494390320872496,14.405267091584111,-0.16155039668270113,-0.1548304733769107,-0.12839452806979787,0.0,0.0,0.0,42.85831002405213
18.954363002863907,27.90082049794766,22.59336420971767,2.900765546328219,4.477517152195016,3.454674502154451,0.0,0.0,0.0,80.28150491120692
9.508487139461113,15.179568296341627,11.972547580966,11.339989913227573,16.079407186550263,12.37147035366519,0.4846724900254058,0.6282776848917813,0.5424802859164317,78.10690093104537
5.396333356113493,8.456436517903684,6.922874225272119,17.74587029104426,25.17903492896228,19.555760059415523,2.126227373882916,3.0798642779969705,2.515081145328494,90.97748217591975
0.8259011245281509,2.14004421262985,1.8305732349834802,19.48521744935187,28.882561924373707,20.360123879051443,3.257540919439753,4.380416512667094,3.637117372511529,84.79949662953688
5.139787129821924,7.735217661817047,6.423685974762403,22.831725195653043,33.934859639400656,26.365488823352436,6.976247528702334,9.933518086652105,8.107565002317891,127.44809504247982
5.927942592541648,9.007812906195408,7.373721477814235,26.326970635069166,38.15861115147981,29.00694029620404,12.782830669532247,17.516379114773073,14.848863459710685,160.95007230332033
5.424143819231886,6.705550027719188,5.747219685312832,26.389591283656735,35.69294553149974,28.335602568352307,13.95287282510203,18.325132921892948,15.902157145204223,156.4752158079719
6.77472518992493,8.901823628277336,7.148104613856504,22.611352176771593,31.057548286771734,25.326162636016758,15.669465560437716,21.128470536083054,18.146084020452697,156.76373664859233
2.6234121018043974,3.4358268529815166,2.6940760623045805,8.986032918576464,12.393443982653501,10.36018794915721,24.45349236652453,32.87159030793292,30.275140484094234,128.09320302602936
3.0586106823560977,4.148258271839587,3.209844445096727,9.642969014727877,13.461049223250566,11.381851231030081,27.14186575695868,35.57856527571212,31.632667106999087,139.25568100797082
0.5711591422695532,0.8091697222568397,0.7693391202701566,3.6385347046719336,4.9978777660576625,5.59275213489747,25.03582596189824,33.175864687508934,29.843403850121774,104.43392708995256
