fecha,esc-0
2000-01,3354.237365
2000-02,3278.266736
2000-03,3495.203198
2000-04,3298.385731
2000-05,3502.127124
2000-06,3367.885957
2000-07,3459.362737
2000-08,3518.519072
2000-09,3456.20326
2000-10,3576.067648
2000-11,3527.626246000001
2000-12,3644.958656
2001-01,3512.753966
2001-02,3300.285337000001
2001-03,3669.375858
2001-04,3498.879215
2001-05,3666.352696
2001-06,3451.935581
2001-07,3607.611341
2001-08,3730.510504
2001-09,3594.773093
2001-10,3746.355019
2001-11,3613.553128
2001-12,3757.214411
2002-01,3671.591111
2002-02,3462.661941
2002-03,3701.013478
2002-04,3680.224108
2002-05,3813.021179
2002-06,3602.030915
2002-07,3766.437154
2002-08,3832.3094
2002-09,3767.794134
2002-10,3886.198879
2002-11,3753.654329
2002-12,3904.164826
2003-01,3810.942054
2003-02,3550.147495
2003-03,3890.973063
2003-04,3693.822013
2003-05,3887.212048
2003-06,3642.107712
2003-07,3902.897063
2003-08,3886.892708
2003-09,3836.033215
2003-10,3941.701163
2003-11,3809.50176
2003-12,3963.968665
2004-01,3810.360508
2004-02,3743.73415
2004-03,4027.506418
2004-04,3790.606762
2004-05,3931.097164
2004-06,3835.59304
2004-07,3937.450153
2004-08,4027.217213
2004-09,3900.05419
2004-10,3999.49522
2004-11,3920.875839
2004-12,4087.10548
2005-01,3946.789866
2005-02,3708.680498
2005-03,4089.009192
2005-04,4056.019788
2005-05,4110.809420000001
2005-06,4003.626119
2005-07,4090.448755
2005-08,4195.659789
2005-09,4136.034869
2005-10,4167.134857
2005-11,4083.897197
2005-12,4240.819927000001
2006-01,4096.5840149999985
2006-02,3880.849586
2006-03,4268.527175
2006-04,4039.567198
2006-05,4287.493947
2006-06,4152.427913
2006-07,4324.503448
2006-08,4369.138607
2006-09,4281.934009000001
2006-10,4428.219618
2006-11,4272.222491
2006-12,4413.167305
2007-01,4309.488799000002
2007-02,4066.946424
2007-03,4511.318056
2007-04,4242.686797
2007-05,4474.7452950000015
2007-06,4314.748291
2007-07,4468.43491
2007-08,4507.818363
2007-09,4414.657566
2007-10,4541.849228
2007-11,4453.575382
2007-12,4546.971016
2008-01,4418.461694
2008-02,4314.843701
2008-03,4363.511398
2008-04,4471.2185009999985
2008-05,4513.135835
2008-06,4377.900501
2008-07,4595.3696770000015
2008-08,4546.616063
2008-09,4543.985355
2008-10,4682.505017
2008-11,4459.548302
2008-12,4583.500639
2009-01,4464.732429
2009-02,4177.199533
2009-03,4560.086134
2009-04,4406.119785
2009-05,4586.64
2009-06,4414.265217
2009-07,4653.415968
2009-08,4649.432103
2009-09,4680.945505
2009-10,4737.305677
2009-11,4607.553537
2009-12,4741.172196
2010-01,4576.940516
2010-02,4409.459581
2010-03,4890.121369
2010-04,4610.754527
2010-05,4785.909138
2010-06,4587.074179
2010-07,4706.751242
2010-08,4771.810216
2010-09,4664.845197
2010-10,4818.6964659999985
2010-11,4615.735254
2010-12,4707.231941
2011-01,4666.629923
2011-02,4359.000437
2011-03,4801.20536
2011-04,4587.452785
2011-05,4855.477120000001
2011-06,4693.72695
2011-07,4817.043819
2011-08,4978.716136
2011-09,4601.694304
2011-10,4573.200468
2011-11,4790.823863000001
2011-12,5013.811457
2012-01,4806.914289
2012-02,4631.699497
2012-03,5033.862344
2012-04,4724.690348
2012-05,5032.708743
2012-06,4893.700379
2012-07,5033.978349
2012-08,5104.311004
2012-09,5024.614399
2012-10,5069.525185
2012-11,4979.617458
2012-12,5034.274389
2013-01,5025.202451
2013-02,4609.685803
2013-03,5033.036816
2013-04,5106.221045
2013-05,5163.347702
2013-06,4955.012794
2013-07,5205.5003670000015
2013-08,5196.476103
2013-09,5084.604754
2013-10,5249.0490340000015
2013-11,5085.699291
2013-12,5176.440578
2014-01,5166.88983
2014-02,4902.07812
2014-03,5316.729997
2014-04,5168.990082
2014-05,5410.874764
2014-06,5218.074439
2014-07,5513.590528
2014-08,5418.881147
2014-09,5345.774353
2014-10,5461.280266
2014-11,5250.695521
2014-12,5397.388815
2015-01,5309.656095
2015-02,5048.313721
2015-03,5533.328884000001
2015-04,5278.067244
2015-05,5622.903456
2015-06,5413.92554
2015-07,5669.228469
2015-08,5691.353902000003
2015-09,5701.075209000001
2015-10,5762.726801
2015-11,5441.192819
2015-12,5534.75739
2016-01,5583.733865
2016-02,5464.923954
2016-03,5567.0538659999975
2016-04,5396.940514
2016-05,5550.004265
2016-06,5400.642943
2016-07,5488.292707
2016-08,5762.191346000001
2016-09,5541.867547999997
2016-10,5587.353321000001
2016-11,5428.488358
2016-12,5547.980992
2017-01,5428.132635
2017-02,5437.201790157244
2017-03,5447.260316215697
2017-04,5457.337449997454
2017-05,5467.433225925788
2017-06,5477.547678487651
2017-07,5487.680842233793
2017-08,5497.832751778882
2017-09,5508.003441801622
2017-10,5518.1929470448695
2017-11,5528.401302315754
2017-12,5538.628542485796
2018-01,5491.569864221319
2018-02,5218.702278931231
2018-03,5660.137320377984
2018-04,5462.663566897503
2018-05,5693.909234004542
2018-06,5485.847430993222
2018-07,5700.860018284306
2018-08,5777.1443204727375
2018-09,5648.732838065954
2018-10,5770.552955076037
2018-11,5619.091549318347
2018-12,5777.695564040582
2019-01,5623.367540962631
2019-02,5343.951133625582
2019-03,5795.980616067056
2019-04,5593.767492503044
2019-05,5830.5630556206515
2019-06,5617.5077693370595
2019-07,5837.680658723129
2019-08,5915.795784164085
2019-09,5784.302426179538
2019-10,5909.046225997862
2019-11,5753.949746501988
2019-12,5916.360257577557
2020-01,5758.328361945735
2020-02,5472.205960832596
2020-03,5935.084150852666
2020-04,5728.017912323118
2020-05,5970.496568955547
2020-06,5752.32795580115
2020-07,5977.784994532485
2020-08,6057.774882984023
2020-09,5923.125684407847
2020-10,6050.863335421812
2020-11,5892.0445404180355
2020-12,6058.352903759419
2021-01,5896.528242632433
2021-02,5603.538903892579
2021-03,6077.52617047313
2021-04,5865.490342218873
2021-05,6113.7884866104805
2021-06,5890.383826740377
2021-07,6121.251834401264
2021-08,6203.161480175639
2021-09,6065.280700833635
2021-10,6196.084055471935
2021-11,6033.453609388068
2021-12,6203.753373449645
2022-01,
2022-02,
2022-03,
2022-04,
2022-05,
2022-06,
2022-07,
2022-08,
2022-09,
2022-10,
2022-11,
2022-12,
