,ONI,P_1,P_2,P_3,P_4,P_5,0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,0,P_1,Generacion_Hidro_GWh,P_1,P_2,P_3,P_4,P_5,esc-2,0,P_1,P_2,P_3,P_4
57,0.7,0.7,0.6,0.5,0.3,0.2,-0.04866876297658281,-0.03287374044056638,-0.15694903543775038,-0.2936744524263083,0.4571280314070034,-0.10083802481802547,-0.46585277341592135,-0.5242868058036587,-0.7673633043200305,-0.3352995369748582,-0.08516048302253285,1.2658677787032073,1.3013833017139402,3518.2062119999996,3204.760784,3458.4245189999997,3397.808256000001,3091.695486,3405.550832,3999.4952200000002,481.28900800000065,695.2934059999998,568.7926940000007,539.6418969999991,743.8975539999997
58,0.7,0.7,0.7,0.6,0.5,0.3,0.10628811723744316,-0.04866876297658281,-0.03287374044056638,-0.15694903543775038,-0.2936744524263083,0.4571280314070034,-0.10083802481802547,-0.46585277341592135,-0.5242868058036587,-0.7673633043200305,-0.3352995369748582,1.0146153484442793,1.2658677787032073,3657.8332530000002,3518.2062119999996,3204.760784,3458.4245189999997,3397.808256000001,3091.695486,3920.8758390000003,263.04258600000003,481.28900800000065,695.2934059999998,568.7926940000007,539.6418969999991
59,0.7,0.7,0.7,0.7,0.6,0.5,-0.4853754366498047,0.10628811723744316,-0.04866876297658281,-0.03287374044056638,-0.15694903543775038,-0.2936744524263083,0.4571280314070034,-0.10083802481802547,-0.46585277341592135,-0.5242868058036587,-0.7673633043200305,0.7349938664405925,1.0146153484442793,3551.041057,3657.8332530000002,3518.2062119999996,3204.760784,3458.4245189999997,3397.808256000001,4087.1054799999997,536.0644229999998,263.04258600000003,481.28900800000065,695.2934059999998,568.7926940000007
60,0.6,0.7,0.7,0.7,0.7,0.6,-0.17439112495522188,-0.4853754366498047,0.10628811723744316,-0.04866876297658281,-0.03287374044056638,-0.15694903543775038,-0.2936744524263083,0.4571280314070034,-0.10083802481802547,-0.46585277341592135,-0.5242868058036587,0.6936516802814154,0.7349938664405925,3394.1341409999995,3551.041057,3657.8332530000002,3518.2062119999996,3204.760784,3458.4245189999997,3946.7898659999996,552.6557250000001,536.0644229999998,263.04258600000003,481.28900800000065,695.2934059999998
61,0.6,0.6,0.7,0.7,0.7,0.7,0.035612248358219814,-0.17439112495522188,-0.4853754366498047,0.10628811723744316,-0.04866876297658281,-0.03287374044056638,-0.15694903543775038,-0.2936744524263083,0.4571280314070034,-0.10083802481802547,-0.46585277341592135,0.6693925624107228,0.6936516802814154,3156.5904600000013,3394.1341409999995,3551.041057,3657.8332530000002,3518.2062119999996,3204.760784,3708.6804979999997,552.0900379999985,552.6557250000001,536.0644229999998,263.04258600000003,481.28900800000065
62,0.4,0.6,0.6,0.7,0.7,0.7,-0.9515871975348338,0.035612248358219814,-0.17439112495522188,-0.4853754366498047,0.10628811723744316,-0.04866876297658281,-0.03287374044056638,-0.15694903543775038,-0.2936744524263083,0.4571280314070034,-0.10083802481802547,-0.26193560743269517,0.6693925624107228,3452.323992,3156.5904600000013,3394.1341409999995,3551.041057,3657.8332530000002,3518.2062119999996,4089.009192,636.6851999999999,552.0900379999985,552.6557250000001,536.0644229999998,263.04258600000003
63,0.4,0.4,0.6,0.6,0.7,0.7,-0.5413104203535712,-0.9515871975348338,0.035612248358219814,-0.17439112495522188,-0.4853754366498047,0.10628811723744316,-0.04866876297658281,-0.03287374044056638,-0.15694903543775038,-0.2936744524263083,0.4571280314070034,-0.5967841377614634,-0.26193560743269517,3285.1778510000013,3452.323992,3156.5904600000013,3394.1341409999995,3551.041057,3657.8332530000002,4056.019788,770.8419369999988,636.6851999999999,552.0900379999985,552.6557250000001,536.0644229999998
64,0.3,0.4,0.4,0.6,0.6,0.7,-0.2276020437702728,-0.5413104203535712,-0.9515871975348338,0.035612248358219814,-0.17439112495522188,-0.4853754366498047,0.10628811723744316,-0.04866876297658281,-0.03287374044056638,-0.15694903543775038,-0.2936744524263083,-0.4352230810944117,-0.5967841377614634,3611.7428520000003,3285.1778510000013,3452.323992,3156.5904600000013,3394.1341409999995,3551.041057,4110.809420000001,499.0665680000011,770.8419369999988,636.6851999999999,552.0900379999985,552.6557250000001
65,0.1,0.3,0.4,0.4,0.6,0.6,-0.9643529769140436,-0.2276020437702728,-0.5413104203535712,-0.9515871975348338,0.035612248358219814,-0.17439112495522188,-0.4853754366498047,0.10628811723744316,-0.04866876297658281,-0.03287374044056638,-0.15694903543775038,-0.6851614501020533,-0.4352230810944117,3428.780993,3611.7428520000003,3285.1778510000013,3452.323992,3156.5904600000013,3394.1341409999995,4003.6261189999996,574.8451259999997,499.0665680000011,770.8419369999988,636.6851999999999,552.0900379999985
66,-0.1,0.1,0.3,0.4,0.4,0.6,-1.7853323081810646,-0.9643529769140436,-0.2276020437702728,-0.5413104203535712,-0.9515871975348338,0.035612248358219814,-0.17439112495522188,-0.4853754366498047,0.10628811723744316,-0.04866876297658281,-0.03287374044056638,-1.2992483061544258,-0.6851614501020533,3409.4597310000013,3428.780993,3611.7428520000003,3285.1778510000013,3452.323992,3156.5904600000013,4090.448755,680.9890239999986,574.8451259999997,499.0665680000011,770.8419369999988,636.6851999999999
67,-0.1,-0.1,0.1,0.3,0.4,0.4,-1.363872214275963,-1.7853323081810646,-0.9643529769140436,-0.2276020437702728,-0.5413104203535712,-0.9515871975348338,0.035612248358219814,-0.17439112495522188,-0.4853754366498047,0.10628811723744316,-0.04866876297658281,-1.3782793314926036,-1.2992483061544258,3328.026501000001,3409.4597310000013,3428.780993,3611.7428520000003,3285.1778510000013,3452.323992,4195.659789,867.6332879999991,680.9890239999986,574.8451259999997,499.0665680000011,770.8419369999988
68,-0.1,-0.1,-0.1,0.1,0.3,0.4,-0.016719798406213564,-1.363872214275963,-1.7853323081810646,-0.9643529769140436,-0.2276020437702728,-0.5413104203535712,-0.9515871975348338,0.035612248358219814,-0.17439112495522188,-0.4853754366498047,0.10628811723744316,-0.7209668271846232,-1.3782793314926036,3149.297216,3328.026501000001,3409.4597310000013,3428.780993,3611.7428520000003,3285.1778510000013,4136.034869,986.7376530000001,867.6332879999991,680.9890239999986,574.8451259999997,499.0665680000011
69,-0.3,-0.1,-0.1,-0.1,0.1,0.3,0.23593037118155757,-0.016719798406213564,-1.363872214275963,-1.7853323081810646,-0.9643529769140436,-0.2276020437702728,-0.5413104203535712,-0.9515871975348338,0.035612248358219814,-0.17439112495522188,-0.4853754366498047,-0.2920664846203803,-0.7209668271846232,3643.7594710000003,3149.297216,3328.026501000001,3409.4597310000013,3428.780993,3611.7428520000003,4167.134857,523.3753859999997,986.7376530000001,867.6332879999991,680.9890239999986,574.8451259999997
70,-0.6,-0.3,-0.1,-0.1,-0.1,0.1,0.5258949145466852,0.23593037118155757,-0.016719798406213564,-1.363872214275963,-1.7853323081810646,-0.9643529769140436,-0.2276020437702728,-0.5413104203535712,-0.9515871975348338,0.035612248358219814,-0.17439112495522188,0.35153993922295745,-0.2920664846203803,3626.019381,3643.7594710000003,3149.297216,3328.026501000001,3409.4597310000013,3428.780993,4083.897197,457.8778159999997,523.3753859999997,986.7376530000001,867.6332879999991,680.9890239999986
71,-0.8,-0.6,-0.3,-0.1,-0.1,-0.1,-0.5651442108374952,0.5258949145466852,0.23593037118155757,-0.016719798406213564,-1.363872214275963,-1.7853323081810646,-0.9643529769140436,-0.2276020437702728,-0.5413104203535712,-0.9515871975348338,0.035612248358219814,0.12865667395924368,0.35153993922295745,3493.641622,3626.019381,3643.7594710000003,3149.297216,3328.026501000001,3409.4597310000013,4240.819927000001,747.1783050000013,457.8778159999997,523.3753859999997,986.7376530000001,867.6332879999991
72,-0.8,-0.8,-0.6,-0.3,-0.1,-0.1,-0.006094190039500744,-0.5651442108374952,0.5258949145466852,0.23593037118155757,-0.016719798406213564,-1.363872214275963,-1.7853323081810646,-0.9643529769140436,-0.2276020437702728,-0.5413104203535712,-0.9515871975348338,0.070775743252703,0.12865667395924368,3574.69045,3493.641622,3626.019381,3643.7594710000003,3149.297216,3328.026501000001,4096.5840149999985,521.8935649999985,747.1783050000013,457.8778159999997,523.3753859999997,986.7376530000001
73,-0.7,-0.8,-0.8,-0.6,-0.3,-0.1,-0.28595307619508575,-0.006094190039500744,-0.5651442108374952,0.5258949145466852,0.23593037118155757,-0.016719798406213564,-1.363872214275963,-1.7853323081810646,-0.9643529769140436,-0.2276020437702728,-0.5413104203535712,-0.36391527262041956,0.070775743252703,3397.28901,3574.69045,3493.641622,3626.019381,3643.7594710000003,3149.297216,3880.849586,483.56057599999986,521.8935649999985,747.1783050000013,457.8778159999997,523.3753859999997
74,-0.5,-0.7,-0.8,-0.8,-0.6,-0.3,0.5220524979236953,-0.28595307619508575,-0.006094190039500744,-0.5651442108374952,0.5258949145466852,0.23593037118155757,-0.016719798406213564,-1.363872214275963,-1.7853323081810646,-0.9643529769140436,-0.2276020437702728,0.17441125255640572,-0.36391527262041956,3417.1443369999997,3397.28901,3574.69045,3493.641622,3626.019381,3643.7594710000003,4268.527175,851.3828380000004,483.56057599999986,521.8935649999985,747.1783050000013,457.8778159999997
75,-0.3,-0.5,-0.7,-0.8,-0.8,-0.6,0.5439485860898925,0.5220524979236953,-0.28595307619508575,-0.006094190039500744,-0.5651442108374952,0.5258949145466852,0.23593037118155757,-0.016719798406213564,-1.363872214275963,-1.7853323081810646,-0.9643529769140436,0.5902813075505319,0.17441125255640572,3452.063804,3417.1443369999997,3397.28901,3574.69045,3493.641622,3626.019381,4039.5671979999997,587.5033939999998,851.3828380000004,483.56057599999986,521.8935649999985,747.1783050000013
76,0.0,-0.3,-0.5,-0.7,-0.8,-0.8,0.5291511151013875,0.5439485860898925,0.5220524979236953,-0.28595307619508575,-0.006094190039500744,-0.5651442108374952,0.5258949145466852,0.23593037118155757,-0.016719798406213564,-1.363872214275963,-1.7853323081810646,0.880295922318772,0.5902813075505319,3635.3531829999997,3452.063804,3417.1443369999997,3397.28901,3574.69045,3493.641622,4287.493947,652.1407640000002,587.5033939999998,851.3828380000004,483.56057599999986,521.8935649999985
77,0.0,0.0,-0.3,-0.5,-0.7,-0.8,0.1944090976244537,0.5291511151013875,0.5439485860898925,0.5220524979236953,-0.28595307619508575,-0.006094190039500744,-0.5651442108374952,0.5258949145466852,0.23593037118155757,-0.016719798406213564,-1.363872214275963,0.7850196914080384,0.880295922318772,3673.077274,3635.3531829999997,3452.063804,3417.1443369999997,3397.28901,3574.69045,4152.427913,479.3506390000002,652.1407640000002,587.5033939999998,851.3828380000004,483.56057599999986
78,0.1,0.0,0.0,-0.3,-0.5,-0.7,-0.6142291258141784,0.1944090976244537,0.5291511151013875,0.5439485860898925,0.5220524979236953,-0.28595307619508575,-0.006094190039500744,-0.5651442108374952,0.5258949145466852,0.23593037118155757,-0.016719798406213564,0.5768642280626455,0.7850196914080384,3843.305863,3673.077274,3635.3531829999997,3452.063804,3417.1443369999997,3397.28901,4324.5034479999995,481.19758499999944,479.3506390000002,652.1407640000002,587.5033939999998,851.3828380000004
79,0.3,0.1,0.0,0.0,-0.3,-0.5,-1.7828919243005827,-0.6142291258141784,0.1944090976244537,0.5291511151013875,0.5439485860898925,0.5220524979236953,-0.28595307619508575,-0.006094190039500744,-0.5651442108374952,0.5258949145466852,0.23593037118155757,0.4223798382505585,0.5768642280626455,3682.9004609999997,3843.305863,3673.077274,3635.3531829999997,3452.063804,3417.1443369999997,4369.138607,686.2381460000001,481.19758499999944,479.3506390000002,652.1407640000002,587.5033939999998
80,0.5,0.3,0.1,0.0,0.0,-0.3,-1.1760254469084015,-1.7828919243005827,-0.6142291258141784,0.1944090976244537,0.5291511151013875,0.5439485860898925,0.5220524979236953,-0.28595307619508575,-0.006094190039500744,-0.5651442108374952,0.5258949145466852,0.28634157228035045,0.4223798382505585,3352.905539,3682.9004609999997,3843.305863,3673.077274,3635.3531829999997,3452.063804,4281.934009000001,929.0284700000016,686.2381460000001,481.19758499999944,479.3506390000002,652.1407640000002
81,0.7,0.5,0.3,0.1,0.0,0.0,0.2710606382629175,-1.1760254469084015,-1.7828919243005827,-0.6142291258141784,0.1944090976244537,0.5291511151013875,0.5439485860898925,0.5220524979236953,-0.28595307619508575,-0.006094190039500744,-0.5651442108374952,0.8369656226326057,0.28634157228035045,3380.3710200000005,3352.905539,3682.9004609999997,3843.305863,3673.077274,3635.3531829999997,4428.219618,1047.8485979999996,929.0284700000016,686.2381460000001,481.19758499999944,479.3506390000002
82,0.9,0.7,0.5,0.3,0.1,0.0,0.1802869811023503,0.2710606382629175,-1.1760254469084015,-1.7828919243005827,-0.6142291258141784,0.1944090976244537,0.5291511151013875,0.5439485860898925,0.5220524979236953,-0.28595307619508575,-0.006094190039500744,1.1024915052080155,0.8369656226326057,3463.467116,3380.3710200000005,3352.905539,3682.9004609999997,3843.305863,3673.077274,4272.2224909999995,808.7553749999997,1047.8485979999996,929.0284700000016,686.2381460000001,481.19758499999944
83,0.9,0.9,0.7,0.5,0.3,0.1,-0.14068949590515523,0.1802869811023503,0.2710606382629175,-1.1760254469084015,-1.7828919243005827,-0.6142291258141784,0.1944090976244537,0.5291511151013875,0.5439485860898925,0.5220524979236953,-0.28595307619508575,0.9707683113376471,1.1024915052080155,3685.3237090000002,3463.467116,3380.3710200000005,3352.905539,3682.9004609999997,3843.305863,4413.167305,727.8435959999997,808.7553749999997,1047.8485979999996,929.0284700000016,686.2381460000001
84,0.7,0.9,0.9,0.7,0.5,0.3,-0.19366315401320086,-0.14068949590515523,0.1802869811023503,0.2710606382629175,-1.1760254469084015,-1.7828919243005827,-0.6142291258141784,0.1944090976244537,0.5291511151013875,0.5439485860898925,0.5220524979236953,0.7828296262678996,0.9707683113376471,3537.0888670000004,3685.3237090000002,3463.467116,3380.3710200000005,3352.905539,3682.9004609999997,4309.488799000002,772.3999320000012,727.8435959999997,808.7553749999997,1047.8485979999996,929.0284700000016
85,0.3,0.7,0.9,0.9,0.7,0.5,-1.3859494860930668,-0.19366315401320086,-0.14068949590515523,0.1802869811023503,0.2710606382629175,-1.1760254469084015,-1.7828919243005827,-0.6142291258141784,0.1944090976244537,0.5291511151013875,0.5439485860898925,0.1686766463346748,0.7828296262678996,3067.91178,3537.0888670000004,3685.3237090000002,3463.467116,3380.3710200000005,3352.905539,4066.946424,999.0346440000003,772.3999320000012,727.8435959999997,808.7553749999997,1047.8485979999996
86,0.0,0.3,0.7,0.9,0.9,0.7,-0.6925787610228106,-1.3859494860930668,-0.19366315401320086,-0.14068949590515523,0.1802869811023503,0.2710606382629175,-1.1760254469084015,-1.7828919243005827,-0.6142291258141784,0.1944090976244537,0.5291511151013875,-0.300701748218774,0.1686766463346748,3337.009379,3067.91178,3537.0888670000004,3685.3237090000002,3463.467116,3380.3710200000005,4511.318056,1174.308677,999.0346440000003,772.3999320000012,727.8435959999997,808.7553749999997
87,-0.2,0.0,0.3,0.7,0.9,0.9,-0.12963657304005063,-0.6925787610228106,-1.3859494860930668,-0.19366315401320086,-0.14068949590515523,0.1802869811023503,0.2710606382629175,-1.1760254469084015,-1.7828919243005827,-0.6142291258141784,0.1944090976244537,-0.30305072683709805,-0.300701748218774,3527.3118289999998,3337.009379,3067.91178,3537.0888670000004,3685.3237090000002,3463.467116,4242.686797,715.3749680000005,1174.308677,999.0346440000003,772.3999320000012,727.8435959999997
88,-0.3,-0.2,0.0,0.3,0.7,0.9,-0.23719374730009948,-0.12963657304005063,-0.6925787610228106,-1.3859494860930668,-0.19366315401320086,-0.14068949590515523,0.1802869811023503,0.2710606382629175,-1.1760254469084015,-1.7828919243005827,-0.6142291258141784,-0.3007556074775433,-0.30305072683709805,3841.185301,3527.3118289999998,3337.009379,3067.91178,3537.0888670000004,3685.3237090000002,4474.7452950000015,633.5599940000016,715.3749680000005,1174.308677,999.0346440000003,772.3999320000012
89,-0.4,-0.3,-0.2,0.0,0.3,0.7,0.10891097644712788,-0.23719374730009948,-0.12963657304005063,-0.6925787610228106,-1.3859494860930668,-0.19366315401320086,-0.14068949590515523,0.1802869811023503,0.2710606382629175,-1.1760254469084015,-1.7828919243005827,-0.17862207930256813,-0.3007556074775433,3663.0509899999997,3841.185301,3527.3118289999998,3337.009379,3067.91178,3537.0888670000004,4314.748291,651.6973010000002,633.5599940000016,715.3749680000005,1174.308677,999.0346440000003
90,-0.5,-0.4,-0.3,-0.2,0.0,0.3,-1.1274101047454623,0.10891097644712788,-0.23719374730009948,-0.12963657304005063,-0.6925787610228106,-1.3859494860930668,-0.19366315401320086,-0.14068949590515523,0.1802869811023503,0.2710606382629175,-1.1760254469084015,-0.736351879035856,-0.17862207930256813,3798.9954799999996,3663.0509899999997,3841.185301,3527.3118289999998,3337.009379,3067.91178,4468.43491,669.4394300000004,651.6973010000002,633.5599940000016,715.3749680000005,1174.308677
91,-0.8,-0.5,-0.4,-0.3,-0.2,0.0,-0.07041659400892818,-1.1274101047454623,0.10891097644712788,-0.23719374730009948,-0.12963657304005063,-0.6925787610228106,-1.3859494860930668,-0.19366315401320086,-0.14068949590515523,0.1802869811023503,0.2710606382629175,-0.4707979830265418,-0.736351879035856,3763.6881770000014,3798.9954799999996,3663.0509899999997,3841.185301,3527.3118289999998,3337.009379,4507.818363,744.130185999999,669.4394300000004,651.6973010000002,633.5599940000016,715.3749680000005
92,-1.1,-0.8,-0.5,-0.4,-0.3,-0.2,0.1796169494137867,-0.07041659400892818,-1.1274101047454623,0.10891097644712788,-0.23719374730009948,-0.12963657304005063,-0.6925787610228106,-1.3859494860930668,-0.19366315401320086,-0.14068949590515523,0.1802869811023503,-0.34257751305991146,-0.4707979830265418,3846.090836,3763.6881770000014,3798.9954799999996,3663.0509899999997,3841.185301,3527.3118289999998,4414.657566,568.56673,744.130185999999,669.4394300000004,651.6973010000002,633.5599940000016
93,-1.4,-1.1,-0.8,-0.5,-0.4,-0.3,1.3216870917474686,0.1796169494137867,-0.07041659400892818,-1.1274101047454623,0.10891097644712788,-0.23719374730009948,-0.12963657304005063,-0.6925787610228106,-1.3859494860930668,-0.19366315401320086,-0.14068949590515523,0.4959488170257559,-0.34257751305991146,3850.2368109999998,3846.090836,3763.6881770000014,3798.9954799999996,3663.0509899999997,3841.185301,4541.849228,691.6124170000003,568.56673,744.130185999999,669.4394300000004,651.6973010000002
94,-1.5,-1.4,-1.1,-0.8,-0.5,-0.4,-0.0969083174052131,1.3216870917474686,0.1796169494137867,-0.07041659400892818,-1.1274101047454623,0.10891097644712788,-0.23719374730009948,-0.12963657304005063,-0.6925787610228106,-1.3859494860930668,-0.19366315401320086,0.2547826250512552,0.4959488170257559,4149.318622,3850.2368109999998,3846.090836,3763.6881770000014,3798.9954799999996,3663.0509899999997,4453.575382,304.2567600000002,691.6124170000003,568.56673,744.130185999999,669.4394300000004
95,-1.6,-1.5,-1.4,-1.1,-0.8,-0.5,0.20039540545364282,-0.0969083174052131,1.3216870917474686,0.1796169494137867,-0.07041659400892818,-1.1274101047454623,0.10891097644712788,-0.23719374730009948,-0.12963657304005063,-0.6925787610228106,-1.3859494860930668,0.4041969093078111,0.2547826250512552,3860.209521,4149.318622,3850.2368109999998,3846.090836,3763.6881770000014,3798.9954799999996,4546.9710159999995,686.7614949999993,304.2567600000002,691.6124170000003,568.56673,744.130185999999
96,-1.6,-1.6,-1.5,-1.4,-1.1,-0.8,0.3102696355706781,0.20039540545364282,-0.0969083174052131,1.3216870917474686,0.1796169494137867,-0.07041659400892818,-1.1274101047454623,0.10891097644712788,-0.23719374730009948,-0.12963657304005063,-0.6925787610228106,0.5537945598182654,0.4041969093078111,3624.3636619999997,3860.209521,4149.318622,3850.2368109999998,3846.090836,3763.6881770000014,4418.461694,794.0980319999999,686.7614949999993,304.2567600000002,691.6124170000003,568.56673
97,-1.4,-1.6,-1.6,-1.5,-1.4,-1.1,1.0273740851183197,0.3102696355706781,0.20039540545364282,-0.0969083174052131,1.3216870917474686,0.1796169494137867,-0.07041659400892818,-1.1274101047454623,0.10891097644712788,-0.23719374730009948,-0.12963657304005063,0.7831503993128425,0.5537945598182654,3558.0906689999997,3624.3636619999997,3860.209521,4149.318622,3850.2368109999998,3846.090836,4314.843701,756.7530320000001,794.0980319999999,686.7614949999993,304.2567600000002,691.6124170000003
98,-1.2,-1.4,-1.6,-1.6,-1.5,-1.4,0.004733116717201036,1.0273740851183197,0.3102696355706781,0.20039540545364282,-0.0969083174052131,1.3216870917474686,0.1796169494137867,-0.07041659400892818,-1.1274101047454623,0.10891097644712788,-0.23719374730009948,0.6019677074113922,0.7831503993128425,3554.909192,3558.0906689999997,3624.3636619999997,3860.209521,4149.318622,3850.2368109999998,4363.511398,808.6022059999996,756.7530320000001,794.0980319999999,686.7614949999993,304.2567600000002
99,-0.9,-1.2,-1.4,-1.6,-1.6,-1.5,-0.6857162485570651,0.004733116717201036,1.0273740851183197,0.3102696355706781,0.20039540545364282,-0.0969083174052131,1.3216870917474686,0.1796169494137867,-0.07041659400892818,-1.1274101047454623,0.10891097644712788,-0.15738396335151905,0.6019677074113922,3523.429356,3554.909192,3558.0906689999997,3624.3636619999997,3860.209521,4149.318622,4471.2185009999985,947.7891449999984,808.6022059999996,756.7530320000001,794.0980319999999,686.7614949999993
100,-0.8,-0.9,-1.2,-1.4,-1.6,-1.6,-0.20724613655125193,-0.6857162485570651,0.004733116717201036,1.0273740851183197,0.3102696355706781,0.20039540545364282,-0.0969083174052131,1.3216870917474686,0.1796169494137867,-0.07041659400892818,-1.1274101047454623,-0.10682343197781408,-0.15738396335151905,3534.083287,3523.429356,3554.909192,3558.0906689999997,3624.3636619999997,3860.209521,4513.135835,979.0525480000001,947.7891449999984,808.6022059999996,756.7530320000001,794.0980319999999
101,-0.5,-0.8,-0.9,-1.2,-1.4,-1.6,0.6684523550366382,-0.20724613655125193,-0.6857162485570651,0.004733116717201036,1.0273740851183197,0.3102696355706781,0.20039540545364282,-0.0969083174052131,1.3216870917474686,0.1796169494137867,-0.07041659400892818,0.23300966982554605,-0.10682343197781408,3758.687083,3534.083287,3523.429356,3554.909192,3558.0906689999997,3624.3636619999997,4377.900501,619.2134180000003,979.0525480000001,947.7891449999984,808.6022059999996,756.7530320000001
102,-0.4,-0.5,-0.8,-0.9,-1.2,-1.4,1.6716736139526713,0.6684523550366382,-0.20724613655125193,-0.6857162485570651,0.004733116717201036,1.0273740851183197,0.3102696355706781,0.20039540545364282,-0.0969083174052131,1.3216870917474686,0.1796169494137867,0.8605545013604414,0.23300966982554605,4034.549204,3758.687083,3534.083287,3523.429356,3554.909192,3558.0906689999997,4595.3696770000015,560.8204730000016,619.2134180000003,979.0525480000001,947.7891449999984,808.6022059999996
103,-0.3,-0.4,-0.5,-0.8,-0.9,-1.2,1.3167438408217238,1.6716736139526713,0.6684523550366382,-0.20724613655125193,-0.6857162485570651,0.004733116717201036,1.0273740851183197,0.3102696355706781,0.20039540545364282,-0.0969083174052131,1.3216870917474686,1.1203319446822555,0.8605545013604414,4128.223281000001,4034.549204,3758.687083,3534.083287,3523.429356,3554.909192,4546.616063,418.392781999999,560.8204730000016,619.2134180000003,979.0525480000001,947.7891449999984
104,-0.3,-0.3,-0.4,-0.5,-0.8,-0.9,0.7073379275285514,1.3167438408217238,1.6716736139526713,0.6684523550366382,-0.20724613655125193,-0.6857162485570651,0.004733116717201036,1.0273740851183197,0.3102696355706781,0.20039540545364282,-0.0969083174052131,1.1397911631174942,1.1203319446822555,4067.8811119999996,4128.223281000001,4034.549204,3758.687083,3534.083287,3523.429356,4543.985355,476.1042430000002,418.392781999999,560.8204730000016,619.2134180000003,979.0525480000001
105,-0.4,-0.3,-0.3,-0.4,-0.5,-0.8,0.873128942093555,0.7073379275285514,1.3167438408217238,1.6716736139526713,0.6684523550366382,-0.20724613655125193,-0.6857162485570651,0.004733116717201036,1.0273740851183197,0.3102696355706781,0.20039540545364282,0.5875021898263286,1.1397911631174942,4219.828561,4067.8811119999996,4128.223281000001,4034.549204,3758.687083,3534.083287,4682.505017,462.67645600000014,476.1042430000002,418.392781999999,560.8204730000016,619.2134180000003
106,-0.6,-0.4,-0.3,-0.3,-0.4,-0.5,1.5068282123209107,0.873128942093555,0.7073379275285514,1.3167438408217238,1.6716736139526713,0.6684523550366382,-0.20724613655125193,-0.6857162485570651,0.004733116717201036,1.0273740851183197,0.3102696355706781,1.2097815358022375,0.5875021898263286,3993.440908,4219.828561,4067.8811119999996,4128.223281000001,4034.549204,3758.687083,4459.548302,466.1073940000001,462.67645600000014,476.1042430000002,418.392781999999,560.8204730000016
107,-0.7,-0.6,-0.4,-0.3,-0.3,-0.4,0.26445691139506006,1.5068282123209107,0.873128942093555,0.7073379275285514,1.3167438408217238,1.6716736139526713,0.6684523550366382,-0.20724613655125193,-0.6857162485570651,0.004733116717201036,1.0273740851183197,0.8492506562751511,1.2097815358022375,4163.396494,3993.440908,4219.828561,4067.8811119999996,4128.223281000001,4034.549204,4583.500639,420.10414500000024,466.1073940000001,462.67645600000014,476.1042430000002,418.392781999999
108,-0.8,-0.7,-0.6,-0.4,-0.3,-0.3,1.2568791428105646,0.26445691139506006,1.5068282123209107,0.873128942093555,0.7073379275285514,1.3167438408217238,1.6716736139526713,0.6684523550366382,-0.20724613655125193,-0.6857162485570651,0.004733116717201036,1.2344635114044564,0.8492506562751511,3944.316314,4163.396494,3993.440908,4219.828561,4067.8811119999996,4128.223281000001,4464.732429,520.4161149999995,420.10414500000024,466.1073940000001,462.67645600000014,476.1042430000002
109,-0.7,-0.8,-0.7,-0.6,-0.4,-0.3,1.2115700194516115,1.2568791428105646,0.26445691139506006,1.5068282123209107,0.873128942093555,0.7073379275285514,1.3167438408217238,1.6716736139526713,0.6684523550366382,-0.20724613655125193,-0.6857162485570651,1.4893288439218884,1.2344635114044564,3603.1779530000003,3944.316314,4163.396494,3993.440908,4219.828561,4067.8811119999996,4177.199533,574.0215799999996,520.4161149999995,420.10414500000024,466.1073940000001,462.67645600000014
110,-0.5,-0.7,-0.8,-0.7,-0.6,-0.4,0.5329485689852391,1.2115700194516115,1.2568791428105646,0.26445691139506006,1.5068282123209107,0.873128942093555,0.7073379275285514,1.3167438408217238,1.6716736139526713,0.6684523550366382,-0.20724613655125193,1.1509208482257451,1.4893288439218884,3963.590155,3603.1779530000003,3944.316314,4163.396494,3993.440908,4219.828561,4560.086134,596.4959790000003,574.0215799999996,520.4161149999995,420.10414500000024,466.1073940000001
111,-0.2,-0.5,-0.7,-0.8,-0.7,-0.6,-0.21638692966896453,0.5329485689852391,1.2115700194516115,1.2568791428105646,0.26445691139506006,1.5068282123209107,0.873128942093555,0.7073379275285514,1.3167438408217238,1.6716736139526713,0.6684523550366382,0.4352789344314433,1.1509208482257451,3817.095306,3963.590155,3603.1779530000003,3944.316314,4163.396494,3993.440908,4406.119785,589.0244789999997,596.4959790000003,574.0215799999996,520.4161149999995,420.10414500000024
112,0.1,-0.2,-0.5,-0.7,-0.8,-0.7,-1.1727372967783138,-0.21638692966896453,0.5329485689852391,1.2115700194516115,1.2568791428105646,0.26445691139506006,1.5068282123209107,0.873128942093555,0.7073379275285514,1.3167438408217238,1.6716736139526713,-0.38580883220072504,0.4352789344314433,3779.8747740000003,3817.095306,3963.590155,3603.1779530000003,3944.316314,4163.396494,4586.64,806.765226,589.0244789999997,596.4959790000003,574.0215799999996,520.4161149999995
113,0.4,0.1,-0.2,-0.5,-0.7,-0.8,-1.1483786748653444,-1.1727372967783138,-0.21638692966896453,0.5329485689852391,1.2115700194516115,1.2568791428105646,0.26445691139506006,1.5068282123209107,0.873128942093555,0.7073379275285514,1.3167438408217238,-0.8005131733582401,-0.38580883220072504,3493.2883950000005,3779.8747740000003,3817.095306,3963.590155,3603.1779530000003,3944.316314,4414.265217,920.9768219999996,806.765226,589.0244789999997,596.4959790000003,574.0215799999996
