Ano,Mes,Fecha,Precio_Bolsa,Aportes_GWh,Volumen_Util_GWh,Demanda_GWh,ONI,CEN_Total,CEN_Hidro,CEN_Termica,Generacion_Hidro_GWh,Generacion_Otros_GWh,IPC,PRJ_0,PRJ_1,PRJ_2,PRJ_3,PRJ_4,PRJ_5,PRJ_6
2020,9,2020-9,,,,,,,,,,,,1,1,1,1,1,1,1
2020,10,2020-10,,,,,,,,,,,,1,1,1,1,1,1,1
2020,11,2020-11,,,,,,,,,,,,1,1,1,1,1,1,1
2020,12,2020-12,,,,,,,,,,,,1,1,1,1,1,1,1
2021,1,2021-1,,,,,,,,,,,,1,1,1,1,1,1,1
2021,2,2021-2,,,,,,,,,,,,1,1,1,1,1,1,1
2021,3,2021-3,,,,,,,,,,,,1,1,1,1,1,1,1
2021,4,2021-4,,,,,,,,,,,,1,1,1,1,1,1,1
2021,5,2021-5,,,,,,,,,,,,1,1,1,1,1,1,1
2021,6,2021-6,,,,,,,,,,,,1,1,1,1,1,1,1
2021,7,2021-7,,,,,,,,,,,,1,1,1,1,1,1,1
2021,8,2021-8,,,,,,,,,,,,1,1,1,1,1,1,1
2021,9,2021-9,,,,,,,,,,,,1,1,1,1,1,1,1
2021,10,2021-10,,,,,,,,,,,,1,1,1,1,1,1,1
2021,11,2021-11,,,,,,,,,,,,1,1,1,1,1,1,1
2021,12,2021-12,,,,,,,,,,,,1,1,1,1,1,1,1
