Fecha,Mes,Derivex_Max,Derivex_Min
2018-09,2019-07,193.8,193.8
2018-09,2019-08,193.8,193.8
2018-09,2019-09,192.83,192.83
2018-09,2019-10,192.83,192.83
2018-09,2019-11,192.83,192.83
2018-09,2019-12,192.83,192.83
2018-09,2020-01,194.23,194.23
2018-09,2020-02,195.19,195.19
2018-09,2020-03,195.19,195.19
2018-09,2020-04,192.5,192.5
2018-09,2020-05,192.5,192.5
2018-09,2020-06,192.5,192.5
2018-09,2020-07,192.5,192.5
2018-09,2020-08,192.5,192.5
2018-10,2018-10,147.96,111.02
2018-10,2018-11,158.0,152.49
2018-10,2018-12,164.5,154.06
2018-10,2019-01,198.0,195.0
2018-10,2019-02,198.0,195.0
2018-10,2019-03,198.0,195.0
2018-10,2019-04,198.0,195.0
2018-10,2019-05,196.5,190.0
2018-10,2019-06,196.5,190.0
2018-10,2019-07,196.5,190.0
2018-10,2019-08,196.5,190.0
2018-10,2019-09,196.5,190.0
2018-10,2019-10,196.5,190.0
2018-10,2019-11,196.5,190.0
2018-10,2019-12,196.5,190.0
2018-10,2020-01,194.23,194.23
2018-10,2020-02,195.19,195.19
2018-10,2020-03,195.19,195.19
2018-10,2020-04,192.5,192.5
2018-10,2020-05,192.5,192.5
2018-10,2020-06,192.5,192.5
2018-10,2020-07,192.5,192.5
2018-10,2020-08,192.5,192.5
2018-10,2020-09,192.5,192.5
2018-11,2018-11,152.42,99.51
2018-11,2018-12,154.06,135.14
2018-11,2019-01,198.0,198.0
2018-11,2019-02,198.0,198.0
2018-11,2019-03,198.0,198.0
2018-11,2019-04,198.0,198.0
2018-11,2019-05,196.5,196.5
2018-11,2019-06,196.5,196.5
2018-11,2019-07,196.5,196.5
2018-11,2019-08,196.5,196.5
2018-11,2019-09,196.5,196.5
2018-11,2019-10,196.5,196.5
2018-11,2019-11,196.5,196.5
2018-11,2019-12,196.5,196.5
2018-11,2020-01,194.23,194.23
2018-11,2020-02,195.19,195.19
2018-11,2020-03,195.19,195.19
2018-11,2020-04,192.5,192.5
2018-11,2020-05,192.5,192.5
2018-11,2020-06,192.5,192.5
2018-11,2020-07,192.5,192.5
2018-11,2020-08,192.5,192.5
2018-11,2020-09,192.5,192.5
2018-11,2020-10,192.5,192.5
2018-12,2018-12,172.77,127.22
2018-12,2019-01,220.0,198.0
2018-12,2019-02,210.0,198.0
2018-12,2019-03,210.0,198.0
2018-12,2019-04,210.0,198.0
2018-12,2019-05,198.0,196.5
2018-12,2019-06,198.0,196.5
2018-12,2019-07,198.0,196.5
2018-12,2019-08,198.0,196.5
2018-12,2019-09,198.0,196.5
2018-12,2019-10,198.0,196.5
2018-12,2019-11,198.0,196.5
2018-12,2019-12,198.0,196.5
2018-12,2020-01,204.46,194.23
2018-12,2020-02,204.46,195.19
2018-12,2020-03,204.46,195.19
2018-12,2020-04,202.89,192.5
2018-12,2020-05,194.0,192.5
2018-12,2020-06,194.0,192.5
2018-12,2020-07,194.0,192.5
2018-12,2020-08,194.0,192.5
2018-12,2020-09,194.0,192.5
2018-12,2020-10,194.0,192.5
2018-12,2020-11,194.0,192.5
2019-01,2019-01,321.57,220.0
2019-01,2019-02,275.89,210.0
2019-01,2019-03,275.89,210.0
2019-01,2019-04,275.89,210.0
2019-01,2019-05,209.84,198.0
2019-01,2019-06,209.84,198.0
2019-01,2019-07,198.0,198.0
2019-01,2019-08,198.0,198.0
2019-01,2019-09,198.0,198.0
2019-01,2019-10,198.0,198.0
2019-01,2019-11,198.0,198.0
2019-01,2019-12,198.0,198.0
2019-01,2020-01,206.09,204.46
2019-01,2020-02,206.09,204.46
2019-01,2020-03,206.09,204.46
2019-01,2020-04,204.5,202.89
2019-01,2020-05,194.0,194.0
2019-01,2020-06,194.0,194.0
2019-01,2020-07,194.0,194.0
2019-01,2020-08,194.0,194.0
2019-01,2020-09,194.0,194.0
2019-01,2020-10,194.0,194.0
2019-01,2020-11,194.0,194.0
2019-01,2020-12,194.0,194.0
2019-02,2019-02,303.27,277.27
2019-02,2019-03,287.51,275.89
2019-02,2019-04,275.89,244.46
2019-02,2019-05,209.84,209.84
2019-02,2019-06,209.84,209.84
2019-02,2019-07,198.0,198.0
2019-02,2019-08,198.0,198.0
2019-02,2019-09,198.0,198.0
2019-02,2019-10,198.0,198.0
2019-02,2019-11,198.0,198.0
2019-02,2019-12,198.0,198.0
2019-02,2020-01,211.63,206.09
2019-02,2020-02,211.63,206.09
2019-02,2020-03,211.63,206.09
2019-02,2020-04,210.0,204.5
2019-02,2020-05,195.0,194.0
2019-02,2020-06,194.0,190.0
2019-02,2020-07,194.0,190.0
2019-02,2020-08,194.0,190.0
2019-02,2020-09,194.0,190.0
2019-02,2020-10,194.0,190.0
2019-02,2020-11,194.0,190.0
2019-02,2020-12,194.0,190.0
2019-02,2021-01,194.0,194.0
2019-03,2019-03,293.3,262.58
2019-03,2019-04,244.46,228.97
2019-03,2019-05,209.84,198.0
2019-03,2019-06,209.84,200.5
2019-03,2019-07,205.0,198.0
2019-03,2019-08,198.0,196.0
2019-03,2019-09,198.0,196.0
2019-03,2019-10,198.0,196.0
2019-03,2019-11,198.0,196.0
2019-03,2019-12,198.0,198.0
2019-03,2020-01,211.63,211.63
2019-03,2020-02,211.63,211.63
2019-03,2020-03,211.63,211.63
2019-03,2020-04,210.0,210.0
2019-03,2020-05,195.0,195.0
2019-03,2020-06,190.0,190.0
2019-03,2020-07,190.0,190.0
2019-03,2020-08,190.0,190.0
2019-03,2020-09,190.0,190.0
2019-03,2020-10,190.0,190.0
2019-03,2020-11,190.0,190.0
2019-03,2020-12,190.0,190.0
2019-03,2021-01,194.0,194.0
2019-03,2021-02,194.0,194.0
2019-04,2019-04,228.97,186.61
2019-04,2019-05,198.0,192.1
2019-04,2019-06,200.5,195.0
2019-04,2019-07,205.0,195.0
2019-04,2019-08,196.0,196.0
2019-04,2019-09,196.0,196.0
2019-04,2019-10,196.0,196.0
2019-04,2019-11,196.0,196.0
2019-04,2019-12,198.0,198.0
2019-04,2020-01,211.63,211.63
2019-04,2020-02,211.63,211.63
2019-04,2020-03,211.63,211.63
2019-04,2020-04,210.0,210.0
2019-04,2020-05,195.0,195.0
2019-04,2020-06,190.0,190.0
2019-04,2020-07,190.0,190.0
2019-04,2020-08,190.0,190.0
2019-04,2020-09,190.0,190.0
2019-04,2020-10,190.0,190.0
2019-04,2020-11,190.0,190.0
2019-04,2020-12,190.0,190.0
2019-04,2021-01,194.0,194.0
2019-04,2021-02,194.0,194.0
2019-04,2021-03,194.0,194.0
2019-05,2019-05,207.92,168.2
2019-05,2019-06,195.0,186.36
2019-05,2019-07,195.0,195.0
2019-05,2019-08,196.0,196.0
2019-05,2019-09,196.0,196.0
2019-05,2019-10,196.0,196.0
2019-05,2019-11,196.0,196.0
2019-05,2019-12,198.0,198.0
2019-05,2020-01,211.63,211.63
2019-05,2020-02,215.88,211.63
2019-05,2020-03,215.89,211.63
2019-05,2020-04,214.0,210.0
2019-05,2020-05,195.0,195.0
2019-05,2020-06,190.0,190.0
2019-05,2020-07,190.0,190.0
2019-05,2020-08,190.0,190.0
2019-05,2020-09,190.0,190.0
2019-05,2020-10,190.0,190.0
2019-05,2020-11,190.0,190.0
2019-05,2020-12,190.0,190.0
2019-05,2021-01,194.0,194.0
2019-05,2021-02,194.0,194.0
2019-05,2021-03,194.0,194.0
2019-05,2021-04,194.0,194.0
2019-06,2019-06,186.36,113.7
2019-06,2019-07,195.0,177.13
2019-06,2019-08,196.0,188.18
2019-06,2019-09,196.0,188.18
2019-06,2019-10,196.0,195.0
2019-06,2019-11,196.0,195.0
2019-06,2019-12,198.0,195.0
2019-06,2020-01,211.63,211.63
2019-06,2020-02,229.16,215.88
2019-06,2020-03,229.17,215.89
2019-06,2020-04,214.0,214.0
2019-06,2020-05,195.0,195.0
2019-06,2020-06,190.0,190.0
2019-06,2020-07,190.0,190.0
2019-06,2020-08,190.0,190.0
2019-06,2020-09,190.0,190.0
2019-06,2020-10,190.0,190.0
2019-06,2020-11,190.0,190.0
2019-06,2020-12,190.0,190.0
2019-06,2021-01,194.0,194.0
2019-06,2021-02,194.0,194.0
2019-06,2021-03,194.0,194.0
2019-06,2021-04,194.0,194.0
2019-06,2021-05,194.0,194.0
2019-07,2019-07,175.36,120.07
2019-07,2019-08,188.18,161.04
2019-07,2019-09,188.18,183.52
2019-07,2019-10,195.0,195.0
2019-07,2019-11,195.0,195.0
2019-07,2019-12,195.0,195.0
2019-07,2020-01,211.63,211.63
2019-07,2020-02,229.16,229.16
2019-07,2020-03,229.17,229.17
2019-07,2020-04,214.0,214.0
2019-07,2020-05,195.0,195.0
2019-07,2020-06,190.0,190.0
2019-07,2020-07,190.0,190.0
2019-07,2020-08,190.0,190.0
2019-07,2020-09,190.0,190.0
2019-07,2020-10,190.0,190.0
2019-07,2020-11,190.0,190.0
2019-07,2020-12,190.0,190.0
2019-07,2021-01,194.0,194.0
2019-07,2021-02,194.0,194.0
2019-07,2021-03,194.0,194.0
2019-07,2021-04,194.0,194.0
2019-07,2021-05,194.0,194.0
2019-07,2021-06,194.0,194.0
2019-08,2019-08,157.82,138.92
2019-08,2019-09,181.69,169.35
2019-08,2019-10,193.05,186.39
2019-08,2019-11,193.05,186.39
2019-08,2019-12,193.05,186.39
2019-08,2020-01,230.0,211.63
2019-08,2020-02,230.0,229.16
2019-08,2020-03,230.0,229.17
2019-08,2020-04,214.0,214.0
2019-08,2020-05,195.0,195.0
2019-08,2020-06,190.0,190.0
2019-08,2020-07,190.0,190.0
2019-08,2020-08,190.0,190.0
2019-08,2020-09,190.0,190.0
2019-08,2020-10,190.0,190.0
2019-08,2020-11,190.0,190.0
2019-08,2020-12,190.0,190.0
2019-08,2021-01,200.0,194.0
2019-08,2021-02,200.0,194.0
2019-08,2021-03,200.0,194.0
2019-08,2021-04,200.0,194.0
2019-08,2021-05,200.0,194.0
2019-08,2021-06,200.0,194.0
2019-08,2021-07,200.0,194.0
2019-09,2019-09,279.36,171.04
2019-09,2019-10,213.31,186.39
2019-09,2019-11,204.02,186.39
2019-09,2019-12,204.02,186.39
2019-09,2020-01,230.0,230.0
2019-09,2020-02,230.0,230.0
2019-09,2020-03,230.0,230.0
2019-09,2020-04,214.0,214.0
2019-09,2020-05,195.0,195.0
2019-09,2020-06,190.0,190.0
2019-09,2020-07,190.0,190.0
2019-09,2020-08,190.0,190.0
2019-09,2020-09,190.0,190.0
2019-09,2020-10,193.0,190.0
2019-09,2020-11,193.0,190.0
2019-09,2020-12,193.0,190.0
2019-09,2021-01,200.0,200.0
2019-09,2021-02,200.0,200.0
2019-09,2021-03,200.0,200.0
2019-09,2021-04,200.0,200.0
2019-09,2021-05,200.0,200.0
2019-09,2021-06,200.0,200.0
2019-09,2021-07,200.0,200.0
2019-09,2021-08,200.0,200.0
2019-10,2019-10,381.56,218.64
2019-10,2019-11,274.22,204.02
2019-10,2019-12,265.03,204.02
2019-10,2020-01,231.15,230.0
2019-10,2020-02,231.15,230.0
2019-10,2020-03,231.15,230.0
2019-10,2020-04,215.07,214.0
2019-10,2020-05,195.98,195.0
2019-10,2020-06,190.95,190.0
2019-10,2020-07,190.95,190.0
2019-10,2020-08,190.95,190.0
2019-10,2020-09,190.95,190.0
2019-10,2020-10,193.97,193.0
2019-10,2020-11,193.97,193.0
2019-10,2020-12,193.97,193.0
2019-10,2021-01,200.0,200.0
2019-10,2021-02,200.0,200.0
2019-10,2021-03,200.0,200.0
2019-10,2021-04,200.0,200.0
2019-10,2021-05,200.0,200.0
2019-10,2021-06,200.0,200.0
2019-10,2021-07,200.0,200.0
2019-10,2021-08,200.0,200.0
2019-10,2021-09,200.0,200.0
2019-11,2019-11,244.11,225.3
2019-11,2019-12,260.0,242.55
2019-11,2020-01,232.8,231.15
2019-11,2020-02,232.8,231.15
2019-11,2020-03,232.8,231.15
2019-11,2020-04,215.07,205.0
2019-11,2020-05,195.98,186.5
2019-11,2020-06,195.0,186.5
2019-11,2020-07,195.0,186.5
2019-11,2020-08,195.0,188.0
2019-11,2020-09,198.0,188.0
2019-11,2020-10,198.0,189.0
2019-11,2020-11,198.0,189.0
2019-11,2020-12,198.0,193.97
2019-11,2021-01,200.0,200.0
2019-11,2021-02,200.0,200.0
2019-11,2021-03,200.0,200.0
2019-11,2021-04,200.0,200.0
2019-11,2021-05,200.0,187.5
2019-11,2021-06,200.0,187.5
2019-11,2021-07,200.0,187.5
2019-11,2021-08,200.0,187.5
2019-11,2021-09,200.0,187.5
2019-11,2021-10,200.0,200.0
2019-12,2019-12,313.3,260.0
2019-12,2020-01,274.5,232.8
2019-12,2020-02,270.5,232.8
2019-12,2020-03,270.5,232.8
2019-12,2020-04,205.0,205.0
2019-12,2020-05,195.0,195.0
2019-12,2020-06,195.0,195.0
2019-12,2020-07,195.0,195.0
2019-12,2020-08,195.0,195.0
2019-12,2020-09,198.0,198.0
2019-12,2020-10,198.0,198.0
2019-12,2020-11,198.0,198.0
2019-12,2020-12,198.0,198.0
2019-12,2021-01,225.75,200.0
2019-12,2021-02,225.75,200.0
2019-12,2021-03,225.75,200.0
2019-12,2021-04,200.0,200.0
2019-12,2021-05,192.0,192.0
2019-12,2021-06,192.0,192.0
2019-12,2021-07,192.0,192.0
2019-12,2021-08,192.0,192.0
2019-12,2021-09,192.0,192.0
2019-12,2021-10,200.0,200.0
2019-12,2021-11,200.0,200.0
2020-01,2020-01,317.5,266.7
2020-01,2020-02,271.85,264.3
2020-01,2020-03,271.85,264.3
2020-01,2020-04,206.0,204.0
2020-01,2020-05,202.8,195.0
2020-01,2020-06,202.8,195.0
2020-01,2020-07,200.0,195.0
2020-01,2020-08,200.0,195.0
2020-01,2020-09,200.0,198.0
2020-01,2020-10,200.0,198.0
2020-01,2020-11,200.0,198.0
2020-01,2020-12,200.0,198.0
2020-01,2021-01,229.2,226.9
2020-01,2021-02,229.2,226.9
2020-01,2021-03,229.2,226.9
2020-01,2021-04,207.1,200.0
2020-01,2021-05,207.1,192.0
2020-01,2021-06,207.1,192.0
2020-01,2021-07,200.45,192.0
2020-01,2021-08,200.45,192.0
2020-01,2021-09,200.45,192.0
2020-01,2021-10,200.45,200.0
2020-01,2021-11,200.45,200.0
2020-01,2021-12,200.45,200.0
2020-02,2020-02,440.2,273.8
2020-02,2020-03,311.65,268.55
2020-02,2020-04,220.7,206.0
2020-02,2020-05,210.2,203.8
2020-02,2020-06,206.45,201.0
2020-02,2020-07,206.45,200.0
2020-02,2020-08,205.0,200.0
2020-02,2020-09,205.0,200.0
2020-02,2020-10,206.05,200.0
2020-02,2020-11,207.1,200.0
2020-02,2020-12,212.95,200.0
2020-02,2021-01,229.2,227.7
2020-02,2021-02,228.05,219.3
2020-02,2021-03,228.05,219.3
2020-02,2021-04,223.1,208.1
2020-02,2021-05,223.1,208.1
2020-02,2021-06,223.1,208.1
2020-02,2021-07,223.1,200.45
2020-02,2021-08,223.9,200.45
2020-02,2021-09,223.9,200.45
2020-02,2021-10,223.9,200.45
2020-02,2021-11,223.9,200.45
2020-02,2021-12,223.9,200.45
2020-02,2022-01,223.9,200.45
2020-03,2020-03,347.2,313.2
2020-03,2020-04,250.0,221.8
2020-03,2020-05,215.0,210.2
2020-03,2020-06,206.45,206.45
2020-03,2020-07,206.45,206.45
2020-03,2020-08,206.05,205.0
2020-03,2020-09,206.05,205.0
2020-03,2020-10,206.05,206.05
2020-03,2020-11,210.0,207.1
2020-03,2020-12,221.0,212.95
2020-03,2021-01,228.85,228.84
2020-03,2021-02,225.0,222.05
2020-03,2021-03,222.7,220.95
2020-03,2021-04,222.7,220.95
2020-03,2021-05,222.7,220.95
2020-03,2021-06,222.7,220.95
2020-03,2021-07,222.7,220.95
2020-03,2021-08,222.7,220.95
2020-03,2021-09,227.0,223.9
2020-03,2021-10,227.0,223.9
2020-03,2021-11,227.0,223.9
2020-03,2021-12,227.0,223.9
2020-03,2022-01,227.0,223.9
2020-03,2022-02,227.0,223.9
2020-04,2020-04,250.0,227.0
2020-04,2020-05,215.0,211.0
2020-04,2020-06,208.5,206.0
2020-04,2020-07,209.0,206.0
2020-04,2020-08,209.0,207.0
2020-04,2020-09,209.5,207.0
2020-04,2020-10,212.2,206.05
2020-04,2020-11,212.0,210.45
2020-04,2020-12,221.0,220.0
2020-04,2021-01,228.85,228.85
2020-04,2021-02,225.8,225.0
2020-04,2021-03,223.0,223.0
2020-04,2021-04,223.5,222.7
2020-04,2021-05,223.5,222.7
2020-04,2021-06,223.5,222.7
2020-04,2021-07,223.5,222.7
2020-04,2021-08,223.5,222.7
2020-04,2021-09,225.85,223.0
2020-04,2021-10,229.5,227.0
2020-04,2021-11,229.5,227.0
2020-04,2021-12,229.5,227.0
2020-04,2022-01,229.5,227.0
2020-04,2022-02,229.5,227.0
2020-04,2022-03,229.5,227.0
2020-05,2020-05,361.2,218.23
2020-05,2020-06,290.13,209.54
2020-05,2020-07,255.97,210.05
2020-05,2020-08,230.95,209.31
2020-05,2020-09,228.16,209.5
2020-05,2020-10,232.45,212.2
2020-05,2020-11,231.6,211.7
2020-05,2020-12,235.51,220.2
2020-05,2021-01,233.92,228.85
2020-05,2021-02,233.91,225.8
2020-05,2021-03,230.69,223.0
2020-05,2021-04,229.83,223.5
2020-05,2021-05,227.45,223.95
2020-05,2021-06,227.45,223.95
2020-05,2021-07,227.45,223.95
2020-05,2021-08,227.45,223.95
2020-05,2021-09,227.45,223.95
2020-05,2021-10,228.7,225.65
2020-05,2021-11,230.31,229.5
2020-05,2021-12,230.31,229.5
2020-05,2022-01,230.31,229.5
2020-05,2022-02,230.31,229.5
2020-05,2022-03,230.31,229.5
2020-05,2022-04,230.31,229.5
2020-06,2020-06,357.37,295.0
2020-06,2020-07,300.0,261.09
2020-06,2020-08,263.0,233.26
2020-06,2020-09,259.61,230.44
2020-06,2020-10,268.27,234.77
2020-06,2020-11,261.24,233.91
2020-06,2020-12,265.11,237.87
2020-06,2021-01,259.91,236.26
2020-06,2021-02,262.42,236.25
2020-06,2021-03,258.81,233.0
2020-06,2021-04,248.14,232.12
2020-06,2021-05,243.3,228.14
2020-06,2021-06,231.0,227.91
2020-06,2021-07,231.0,227.91
2020-06,2021-08,231.0,227.91
2020-06,2021-09,231.0,227.91
2020-06,2021-10,231.0,227.91
2020-06,2021-11,231.0,228.0
2020-06,2021-12,234.35,230.31
2020-06,2022-01,234.35,230.31
2020-06,2022-02,234.35,230.31
2020-06,2022-03,234.35,230.31
2020-06,2022-04,234.35,230.31
2020-06,2022-05,234.35,230.31
2020-07,2020-07,268.36,147.0
2020-07,2020-08,260.0,175.07
2020-07,2020-09,260.0,209.83
2020-07,2020-10,268.27,218.73
2020-07,2020-11,261.24,218.73
2020-07,2020-12,265.11,218.73
2020-07,2021-01,260.0,236.4
2020-07,2021-02,260.0,236.4
2020-07,2021-03,260.0,236.4
2020-07,2021-04,245.66,234.51
2020-07,2021-05,240.87,234.51
2020-07,2021-06,228.69,225.87
2020-07,2021-07,228.69,227.0
2020-07,2021-08,228.69,227.0
2020-07,2021-09,228.69,227.0
2020-07,2021-10,228.69,227.0
2020-07,2021-11,228.69,227.0
2020-07,2021-12,230.84,227.0
2020-07,2022-01,236.0,234.0
2020-07,2022-02,236.0,234.0
2020-07,2022-03,236.0,234.0
2020-07,2022-04,236.0,234.0
2020-07,2022-05,236.0,234.0
2020-07,2022-06,236.0,234.0
2020-08,2020-08,170.69,149.0
2020-08,2020-09,208.01,174.62
2020-08,2020-10,217.64,210.0
2020-08,2020-11,217.64,210.0
2020-08,2020-12,217.64,210.0
2020-08,2021-01,240.0,228.0
2020-08,2021-02,240.0,228.0
2020-08,2021-03,240.0,228.0
2020-08,2021-04,235.0,227.0
2020-08,2021-05,235.0,227.0
2020-08,2021-06,225.18,202.5
2020-08,2021-07,225.18,202.5
2020-08,2021-08,225.18,202.5
2020-08,2021-09,225.18,202.5
2020-08,2021-10,225.18,202.5
2020-08,2021-11,225.18,202.5
2020-08,2021-12,225.18,202.5
2020-08,2022-01,230.49,220.27
2020-08,2022-02,234.0,229.0
2020-08,2022-03,234.0,229.0
2020-08,2022-04,234.0,229.0
2020-08,2022-05,234.0,229.0
2020-08,2022-06,234.0,229.0
2020-08,2022-07,234.0,229.0
2020-09,2020-09,174.62,141.75
2020-09,2020-10,209.0,159.03
2020-09,2020-11,210.0,176.5
2020-09,2020-12,210.0,198.9
2020-09,2021-01,226.86,222.53
2020-09,2021-02,226.86,222.53
2020-09,2021-03,227.0,222.53
2020-09,2021-04,227.0,215.0
2020-09,2021-05,227.0,215.0
2020-09,2021-06,213.0,202.5
2020-09,2021-07,206.0,202.5
2020-09,2021-08,206.0,202.5
2020-09,2021-09,206.0,202.5
2020-09,2021-10,206.0,202.5
2020-09,2021-11,206.0,202.5
2020-09,2021-12,206.0,202.5
2020-09,2022-01,229.0,228.32
2020-09,2022-02,229.0,228.32
2020-09,2022-03,229.0,228.32
2020-09,2022-04,229.0,228.32
2020-09,2022-05,229.0,228.32
2020-09,2022-06,229.0,228.32
2020-09,2022-07,229.0,228.32
2020-09,2022-08,229.0,228.32
2020-10,2020-10,190.0,149.11
2020-10,2020-11,191.9,171.5
2020-10,2020-12,198.9,192.96
2020-10,2021-01,222.53,218.9
2020-10,2021-02,222.53,218.9
2020-10,2021-03,222.53,218.9
2020-10,2021-04,216.5,213.0
2020-10,2021-05,216.5,213.0
2020-10,2021-06,216.5,213.0
2020-10,2021-07,216.5,207.0
2020-10,2021-08,216.5,207.0
2020-10,2021-09,215.0,207.0
2020-10,2021-10,215.0,207.0
2020-10,2021-11,215.0,207.0
2020-10,2021-12,215.0,207.0
2020-10,2022-01,228.66,227.75
2020-10,2022-02,228.66,227.75
2020-10,2022-03,228.66,227.75
2020-10,2022-04,228.66,227.75
2020-10,2022-05,228.66,227.75
2020-10,2022-06,228.66,227.75
2020-10,2022-07,228.66,227.75
2020-10,2022-08,228.66,227.75
2020-10,2022-09,228.66,227.75
2020-11,2020-11,194.0,177.38
2020-11,2020-12,200.0,186.0
2020-11,2021-01,220.0,215.0
2020-11,2021-02,220.0,218.9
2020-11,2021-03,220.0,220.0
2020-11,2021-04,220.0,216.5
2020-11,2021-05,218.76,216.0
2020-11,2021-06,218.76,216.0
2020-11,2021-07,218.76,216.0
2020-11,2021-08,218.76,216.0
2020-11,2021-09,218.76,215.0
2020-11,2021-10,218.76,215.0
2020-11,2021-11,218.76,215.0
2020-11,2021-12,220.0,215.0
2020-11,2022-01,229.0,228.66
2020-11,2022-02,229.0,228.66
2020-11,2022-03,229.0,228.66
2020-11,2022-04,229.0,228.66
2020-11,2022-05,228.66,228.0
2020-11,2022-06,228.66,228.0
2020-11,2022-07,228.66,228.0
2020-11,2022-08,228.66,228.0
2020-11,2022-09,228.66,228.0
2020-11,2022-10,228.66,228.0
2020-11,2022-11,228.32,228.0
2020-11,2022-12,229.0,228.32
2020-11,2023-01,230.0,230.0
2020-11,2023-02,230.0,230.0
2020-11,2023-03,230.0,230.0
2020-11,2023-04,230.0,230.0
2020-11,2023-05,230.0,230.0
2020-11,2023-06,230.0,230.0
2020-11,2023-07,230.0,230.0
2020-11,2023-08,230.0,230.0
2020-11,2023-09,230.0,230.0
2020-11,2023-10,230.0,230.0
2020-11,2023-11,230.0,230.0
2020-11,2023-12,230.0,230.0
2020-11,2024-01,228.0,228.0
2020-11,2024-02,228.0,228.0
2020-11,2024-03,228.0,228.0
2020-11,2024-04,228.0,228.0
2020-11,2024-05,228.0,228.0
2020-11,2024-06,228.0,228.0
2020-11,2024-07,228.0,228.0
2020-11,2024-08,228.0,228.0
2020-11,2024-09,228.0,228.0
2020-11,2024-10,228.0,228.0
2020-11,2024-11,228.0,228.0
2020-11,2024-12,228.0,228.0
2020-11,2025-01,226.0,226.0
2020-11,2025-02,226.0,226.0
2020-11,2025-03,226.0,226.0
2020-11,2025-04,226.0,226.0
2020-11,2025-05,226.0,226.0
2020-11,2025-06,226.0,226.0
2020-11,2025-07,226.0,226.0
2020-11,2025-08,226.0,226.0
2020-11,2025-09,226.0,226.0
2020-11,2025-10,226.0,226.0
2020-11,2025-11,226.0,226.0
2020-11,2025-12,226.0,226.0
2020-11,2026-01,235.0,235.0
2020-11,2026-02,235.0,235.0
2020-11,2026-03,235.0,235.0
2020-11,2026-04,235.0,235.0
2020-11,2026-05,235.0,235.0
2020-11,2026-06,235.0,235.0
2020-11,2026-07,235.0,235.0
2020-11,2026-08,235.0,235.0
2020-11,2026-09,235.0,235.0
2020-11,2026-10,235.0,235.0
2020-12,2020-12,182.28,154.67
2020-12,2021-01,213.93,192.81
2020-12,2021-02,218.9,210.0
2020-12,2021-03,220.0,210.0
2020-12,2021-04,220.0,218.0
2020-12,2021-05,218.21,218.0
2020-12,2021-06,218.21,218.0
2020-12,2021-07,218.21,218.0
2020-12,2021-08,218.21,218.0
2020-12,2021-09,218.22,218.0
2020-12,2021-10,219.0,218.0
2020-12,2021-11,219.0,218.0
2020-12,2021-12,220.0,220.0
2020-12,2022-01,230.0,228.66
2020-12,2022-02,230.0,228.66
2020-12,2022-03,230.0,228.66
2020-12,2022-04,230.0,228.66
2020-12,2022-05,228.0,227.66
2020-12,2022-06,228.0,227.66
2020-12,2022-07,228.0,227.66
2020-12,2022-08,228.0,227.66
2020-12,2022-09,228.0,227.66
2020-12,2022-10,228.0,227.66
2020-12,2022-11,228.0,227.66
2020-12,2022-12,230.0,228.66
2020-12,2023-01,230.5,230.0
2020-12,2023-02,230.5,230.0
2020-12,2023-03,230.5,230.0
2020-12,2023-04,230.5,230.0
2020-12,2023-05,230.5,230.0
2020-12,2023-06,230.5,230.0
2020-12,2023-07,230.5,230.0
2020-12,2023-08,230.5,230.0
2020-12,2023-09,230.5,230.0
2020-12,2023-10,230.5,230.0
2020-12,2023-11,230.5,230.0
2020-12,2023-12,230.5,230.0
2020-12,2024-01,228.0,227.54
2020-12,2024-02,228.0,227.54
2020-12,2024-03,228.0,227.54
2020-12,2024-04,228.0,227.54
2020-12,2024-05,228.0,227.54
2020-12,2024-06,228.0,227.54
2020-12,2024-07,228.0,227.54
2020-12,2024-08,228.0,227.54
2020-12,2024-09,228.0,227.54
2020-12,2024-10,228.0,227.54
2020-12,2024-11,228.0,227.54
2020-12,2024-12,228.0,227.54
2020-12,2025-01,226.0,226.0
2020-12,2025-02,226.0,226.0
2020-12,2025-03,226.0,226.0
2020-12,2025-04,226.0,226.0
2020-12,2025-05,226.0,226.0
2020-12,2025-06,226.0,226.0
2020-12,2025-07,226.0,226.0
2020-12,2025-08,226.0,226.0
2020-12,2025-09,226.0,226.0
2020-12,2025-10,226.0,226.0
2020-12,2025-11,226.0,226.0
2020-12,2025-12,226.0,226.0
2020-12,2026-01,235.0,234.53
2020-12,2026-02,235.0,234.53
2020-12,2026-03,235.0,234.53
2020-12,2026-04,235.0,234.53
2020-12,2026-05,235.0,234.53
2020-12,2026-06,235.0,234.53
2020-12,2026-07,235.0,234.53
2020-12,2026-08,235.0,234.53
2020-12,2026-09,235.0,234.53
2020-12,2026-10,235.0,234.53
2020-12,2026-11,235.0,234.53
2021-01,2021-01,198.0,167.8
2021-01,2021-02,215.0,196.7
2021-01,2021-03,220.0,204.0
2021-01,2021-04,217.5,216.0
2021-01,2021-05,217.5,216.0
2021-01,2021-06,217.5,216.0
2021-01,2021-07,217.5,216.0
2021-01,2021-08,217.5,216.0
2021-01,2021-09,217.5,216.0
2021-01,2021-10,220.0,218.5
2021-01,2021-11,220.0,218.5
2021-01,2021-12,220.0,218.5
2021-01,2022-01,230.0,218.5
2021-01,2022-02,230.0,218.5
2021-01,2022-03,230.0,218.5
2021-01,2022-04,230.0,218.5
2021-01,2022-05,228.0,218.5
2021-01,2022-06,228.0,218.5
