ONI_10_dem_1,ONI_10_dem_2,ONI_10_dem_3,ONI_49_dem_1,ONI_49_dem_2,ONI_49_dem_3,ONI_90_dem_1,ONI_90_dem_2,ONI_90_dem_3,Suma
-18.440515584322746,-24.11236434573236,-18.190414527253658,-22.976955372440454,-31.0433888050452,-23.15672027983487,-0.0,-0.0,-0.0,-137.92035891462928
-12.516492471544394,-16.259157878398668,-12.02834313253696,-32.30852995549389,-43.233858406761485,-34.21765889530648,-9.174634039275581,-12.798549095001258,-9.567714047793464,-182.10493792211219
-9.473547996862374,-11.904975610691912,-8.79307240505088,-38.25927791719709,-51.17239920745655,-41.33930712305654,-3.952615176009402,-5.4440449423713595,-4.090027586176328,-174.42926796487242
-7.790934571585256,-9.929126307781672,-7.230859753575716,-47.197720389659146,-64.56669890913777,-52.531043754684056,-6.3688598333650495,-8.860787065905141,-6.433626843924857,-210.90965742961868
-3.8824158685117856,-4.747258933460467,-3.751619100469855,-19.114585250187837,-27.829268010882195,-23.861674985274345,-7.033257559641076,-9.781764204137437,-8.17843204950645,-108.18027596207145
-1.5991895069669064,-2.1478774919509473,-1.873334307346508,-12.422574004799577,-17.307212234975673,-16.44894956463058,-5.1634601423618305,-7.671717316384502,-5.68816170226745,-70.32247627168398
-2.279085480290433,-2.6488718635252244,-2.7489683994000846,-14.702555516052323,-20.778215616150753,-17.240597890875534,-7.829719800548152,-11.890598973114466,-10.142727257621255,-90.26134079757824
-2.386577197132727,-2.840593337873492,-2.86569061778465,-12.214928677908429,-16.918806067559355,-13.522105276699348,-8.93882616246214,-13.847883150912784,-10.859346490611562,-84.39475697894449
-4.763767367214629,-5.721228729713463,-5.091380091129834,-22.307094633378576,-27.96863816849243,-24.519288003153136,-17.24637880285925,-23.405694103953422,-17.14508410235349,-148.16855400224821
-18.661464557276954,-21.97215250235071,-19.512606533331013,-7.693924859974227,-10.117517913730234,-8.571243794003998,-4.300411490983514,-5.744725536574168,-4.472160789180124,-101.04620797740495
-28.13977515846775,-36.77728621634951,-30.11424654481558,-5.538517532903935,-7.0471726783248565,-5.534529614771654,-5.891756171698006,-7.68789293845494,-5.857426147212962,-132.58860300299918
-36.38348684295582,-45.49450920674974,-38.350934960340005,-5.341558720177107,-7.635286653920934,-5.2081577742973435,-0.0,-0.0,-0.0,-138.41393415844095
-41.34890956885073,-49.88835858085233,-44.31937696206886,-1.1172867726738829,-1.5792249218177994,-1.1439932725549569,-0.0,-0.0,-0.0,-139.39715007881856
-39.49569613708449,-47.71275365707344,-41.53576240666906,-5.9368311568787515,-7.8836331256857655,-6.034583821831191,-0.0,-0.0,-0.0,-148.59926030522269
-23.474510317623338,-28.661269430183836,-24.975925913526932,-11.647551490870248,-15.062180135301205,-10.472933144407099,-0.7779985659057237,-1.0479284268173483,-0.8098179201646702,-116.93011534480041
-18.37357154995151,-21.561480206601157,-19.551930899469173,-25.034805008171393,-32.33659417196901,-24.365156350988194,-4.169518756080917,-5.606937260969058,-4.136815865691321,-155.1368100698917
-6.139683615035243,-7.931541487121927,-7.9129158965381,-21.601532613842682,-25.181027192644283,-19.283630799668522,-5.325445114922196,-7.405165110246873,-5.641755368647574,-106.42269719866741
0.315224099988419,0.1845414841170863,-1.1073375991795682,-9.769830404063812,-9.950394909471434,-9.050793788068022,-7.365680526116012,-9.734352040645573,-7.208210474524828,-53.68683415796374
-1.8567001872504014,-2.9642457303634675,-3.162137880111833,-17.81237029148988,-22.429958006742474,-19.979813199533606,-13.708185936992777,-18.183584822015607,-13.658115952673464,-113.75511200717351
-2.0272949886710867,-2.152465996307816,-2.897164202577261,-16.548077797447046,-19.250341048389313,-16.85242803214127,-14.324205045403998,-18.217930110523795,-14.225358198231664,-106.49526541969324
-3.7618254251001915,-5.054287618789437,-4.9142154129941895,-14.506035592608052,-15.824412249755376,-14.530745772639476,-16.942731373752057,-22.389457177976087,-18.056976997158248,-115.98068762077311
-0.21349844010029748,-0.02774670568705057,-0.7438688822012149,-2.7475558466095955,-3.8438284155005538,-3.3949752825912447,-25.8037129877382,-34.63488097880714,-28.487451140442317,-99.89751867967762
-0.7329075071966098,-0.8768379346032459,-1.2177130579550652,-4.557471443781539,-5.8907195720441345,-5.763412292013298,-29.705842165608846,-40.00228739224535,-31.608604955535785,-120.35579632098387
-0.9190726826338954,-1.2114923761821814,-1.2938765261246754,-8.647646992557444,-11.461385055552983,-9.42286481598606,-36.227983858190626,-49.21319567513193,-40.149608166514625,-158.5471261488744
