0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-4.003487963009974,-12.253117985004508,-27.241367343608516,-11.379136391631306,27.58992582921519,9.096930334247844,-16.86479066610039,-14.20598993069214,-14.937088969678797,-26.26828815487832,-16.427162924604602,-5.736762192181175,-17.611118766983367,40.43175735028038,-12.391929838106421,23.168855442975996,-7.1530023661463815,-76.20529503420835,-78.31018386126794,-54.76554115687753,55.688113309876144,-23.42824349338693,-12.8233980713361,25.481867700039317,13.432719890502199,5.412396613176526,-64.31764475762367,43.224745482831565,47.38320203628325,33.36823838142175,22.976923924618745,2.2571276043200044,19.881485967105135,57.84488121612412,-7.393284251880118,-72.7145315767126,-23.64321249196439,-39.35756150848357,35.015999715952006,44.055694494663584,3.225283508333888,40.61280811730049,-37.99999941665442,16.120980893064143,-33.17929306306718,28.73677903460515,33.67773311030143,-32.85415977952263,-71.69935562106775,-124.8314907577788,49.40251555733954,-16.69282464011829,15.944590131516065,-18.302531787979063,12.322283718949365,20.14249486087951,14.859806206600751,54.41099959173505,10.261636809407577,58.711293524637114,5.593963128468886,-11.410181590796242,-12.08009847308972,-0.801275066177169,-32.37317275984569,31.898721214722514,-16.684988607064298,-49.12537631079283,10.801445690983684,65.15619362511941,-6.353947529051311,36.422753506767776,3.8680313409610108,-26.161115563842202,74.65424451393059,45.18151566198961,58.78196684383482,-93.1504498713249,-97.07557498682473,-36.53510341946486,-28.051496855988916,53.52359493698182,-8.82307226488689,-16.796919859749437,6.104165247254116,47.33431768851139,-55.984468609874796,43.10224550011088,-35.664876021787364,-14.811975964772103,-18.645793388953393,58.02442691953959,40.41554560787239,44.84782002070648,-29.131693694493094,-37.24040067390405,-19.037418089061845,20.682480539823302,35.82418796280919,-36.81030376816244
-43.19389744582389,-5.136220259097854,-55.81365590510083,-45.049260379258186,-53.642078691704455,-12.30335189674102,-27.88928697357892,-13.917656798149721,-52.84898591048719,-25.243753359548606,-84.67644951582474,-112.18047427444736,2.835469493058099,-39.840042405703514,-33.45459229665141,-84.27948742098431,-26.491990471658312,-147.4759760917035,-98.3141527676205,-181.45953916985945,4.616435206489484,1.7652700102138965,-119.82201178578998,-173.85721586542684,-5.0259994608102545,-78.33520563079446,-44.67853074467084,-68.97432869331953,27.266531376115154,-42.60637941433151,-34.863077702203555,-41.98652357308674,-33.714908479743144,43.138885966921436,-80.11757019722734,-234.3948452010235,-71.7564785016744,-98.22375158481964,-8.457227493699833,-93.23738921891635,-134.3709938643177,-62.33283275356547,11.155123869954792,-25.493143525982163,-136.61501602884863,-51.7958906441624,-14.742659572129696,-113.04607063235306,-115.4647973977917,-69.041015509033,21.889805830386734,-45.3241121942973,45.24830625052974,-7.11581095084145,-68.20496403673536,-0.6374950164995994,-13.606621896182986,-34.415612082939305,-46.65997394574319,-40.66157953439881,-90.27072794551623,-33.45510329560631,-102.02626844804729,3.8055576209981155,-91.05662759989309,9.402610482946443,-25.916378818604812,-33.84963864651982,-54.97895066157329,-29.642274597619718,-27.349199954343987,22.02879681085139,-50.030699421186455,-80.23228696193854,-33.91388843039462,-80.71968695941439,68.41202240247594,-66.07914029446908,-99.5275984150922,-107.0089551459792,-32.18468406498607,42.919532247603485,-40.18084061888118,-78.6028568724904,-33.47697503335411,-44.42917178628272,-79.02636684150156,-28.624744136749854,-5.364318494164934,-123.42692577012849,-87.49563873009402,-81.15492860568776,-76.5527964682936,-55.063026943184155,-52.170794154165264,-69.17315534244386,-28.044381620619845,-32.395961472188986,-33.76092159877618,-26.77097605140321
-95.20090410196264,-33.14775137002306,-123.2188408853433,-252.0025244621026,-34.16785375758647,-39.56670294998489,-79.09518287234795,-54.887672083811424,-15.791535561654342,-10.346085370839376,-109.58734007205362,-113.12393222317473,47.663596590907616,1.9405768246843138,-117.78698093688786,-48.87856111709456,-125.46587911680422,-258.76635660654637,-66.41306159344009,-343.5374839842288,45.07409612511819,-43.412145165284414,-159.23846361058918,-302.11152556396036,-95.07066328250312,-37.41414924211679,-49.78371291590091,-18.191688330387194,-50.12816477833175,-78.52991160614954,-23.295242766590235,-93.82667633732535,-6.5281143454980395,-36.92340429851507,-161.92889779787316,-179.3689557678,-94.96609377630853,-173.15183552587996,-39.17324217448271,-19.916196540908373,-110.61501674927712,-13.076262445912846,14.872706512551503,-77.2699010528957,-99.0611711887023,9.43116265628376,-81.61737050603722,-71.8040268033281,-81.97774185018483,-52.91850149963659,-42.90331014483817,-116.74863222509737,31.663639676851318,-82.82283560815517,-30.10144175807838,-107.86554446595528,-125.92757441008331,-66.1925550457367,-157.27606277030912,-64.547408794641,-79.61489404787966,-20.468731841843095,-208.55240981987026,-111.2016342543132,-77.08347242220117,-16.369986224242837,-78.73355936215734,1.4025293900554061,58.10401453070338,-65.66501778311783,-173.19921995503216,-43.1291646099599,-94.08928243795663,-210.39555496932815,-31.86133210431919,-130.65405431079,19.140452397650648,-219.72000523583336,-89.0052778553885,-159.6540853887563,-108.73793153953625,16.26206955486191,-133.4953747976835,-74.45104790851735,47.25397617725076,-45.58493124841743,53.67178290004307,-54.0759452923856,-69.49615839810258,-51.18079205563387,-16.11553411383028,-83.6135906288614,-112.32454821623435,-94.88420542117092,-143.9330180424176,-98.94672291353282,-136.9125938846957,-15.11008943078761,-49.728404903628984,-14.117060459749297
-223.70155995995282,-48.16933449336534,-115.28566956206481,-161.3906536872043,-97.1676495239276,-108.65380600208505,-42.28140186398781,18.940146445190095,-108.33786948171661,-26.463400417134153,-110.03136947394898,-69.22039791640839,4.155783065312022,-42.869420096775144,-102.11450256248423,-124.36677063176194,-145.94885221402944,-120.2617609841493,-58.357167203463234,-262.4910780131906,-33.253965097885526,14.41946578391915,-221.56583015218405,-167.00472727366218,-128.4503562475611,-33.13799568572858,-58.30587700713971,-90.60494717882978,-193.18184718518955,-144.3481786837844,-184.65515873597508,-54.83729037835752,-92.93904720528025,-104.93996633486205,-171.97094737873647,14.75544413241414,-129.2851959281523,-166.71279855264396,-184.09864594350904,-33.76165207673125,-28.498909981875983,-84.07642017786918,-113.67366035290513,-107.57495786380849,-163.6383405516462,33.421787016659636,-161.00123148877992,-77.5388501449525,-108.78694413566109,-15.82497550416582,-39.17423993734562,-124.01526976856348,-64.42308948815543,-0.10508667143480466,18.039660320324998,-17.580260020045273,-52.2702885010421,-133.23813030043488,-124.84387488125094,-97.76874829816148,-226.96949389800466,-154.63458358950243,-187.81512555938178,-85.98312638582144,-15.766228890993574,-13.408668838742102,-71.94783450276566,-25.521280097280936,11.038042978218812,-64.35602008382364,-229.3183877458336,-5.451766914998956,-212.45385499689405,-108.96976452820087,-6.207699855579506,-195.1623179975495,-15.647695636983912,-183.71896134525076,-119.19763123343137,-203.63512557366312,-142.72818323082566,-10.642423974414811,-138.0806278661916,-87.77645517550917,-28.226246987607908,-8.986261432738104,55.59485372152963,-115.65631043316887,-6.0828731510850105,-127.41349907014302,-66.3758625409244,-96.08387155157112,-176.04624246572263,-58.117130258708016,14.797437919396117,-162.53777698458885,-93.77771118242168,-162.15821471561765,-62.04214378087215,-103.43287954866776
-213.10343394695144,-91.449578209852,-101.92478796521016,-189.1896194133522,-228.13660018428703,-119.92288794618509,-27.50026260487502,2.8535249539638983,-210.39734606168287,8.233327170898576,-79.26469005090354,-55.74169379653074,16.95100317694431,-70.47326444048917,-171.39246092008017,-142.62865258282937,-173.83972747620368,-192.27913716607816,-73.99208239078524,-166.3018592930784,-138.10203959684884,-64.03296188333724,-292.2123753276107,-232.83291599640972,-122.64593255749872,-172.59513522581761,-94.15466074574402,-183.0315113470806,-162.55791346599835,-28.486593839882715,19.823619668452807,21.260470871797764,-5.384486619692268,-239.8652449833441,-40.437539284048256,-27.58239819368319,-74.75127024236718,-198.91876426262002,-206.1772070898798,1.6270331659768544,-23.467505178139305,-85.30411001031024,-178.13728421247487,-93.22382163454182,-87.54679728017817,45.86655348095812,-84.07616711908003,-26.842816480559236,-72.77345484529383,-58.3669855175192,-18.020148233165997,-32.31184023210909,-105.68825512572062,-6.884329239443133,23.004381005972135,-50.013159236401435,-66.58882656184682,-56.96248453649457,-144.619588701696,-84.62196972736899,-28.568689468475412,-115.13383165647264,-114.53834707327229,-147.1733455720261,-3.8878179369658596,4.5185925401983695,-95.59821338181467,-4.401316792868954,35.77449910632126,-86.56718474469136,-116.01529372287928,-57.696198517007076,-67.02454167694901,-197.4553507039572,-67.28828644443769,-228.26618434580251,-53.970507702332384,-174.08251444912435,-363.55449441948923,-46.82582001214408,-132.78985655495336,-38.84824495765014,-140.05293549699064,-281.6985952967617,-58.181444754531526,-88.78092389523681,-15.026781635067437,15.388756737242744,-89.55107535536672,-195.0777210442982,-70.56535570032486,-77.69862635900483,-17.715119387711468,-54.45199310732244,-23.72936994126144,-52.63319901149998,-88.9717276722725,-151.88205208114135,-2.3829254430326046,-162.4023440506997
-158.53146506991587,-104.54646641034716,-66.7589865314603,-430.8767523910593,-147.02603106760913,-47.31210238802868,-91.77330290335377,-21.497752913345266,-137.94003897387037,-31.70103842282441,-46.557922559871486,-111.34231498458362,-20.476551704590605,-113.52173520894073,-224.16792470718806,-291.19440548147657,-457.7519330468067,-101.59611126952066,-141.07099744605384,-160.27811969989958,-148.5269307036498,-65.68377715774571,-379.11579053695664,-359.8063742568705,-188.00170774683724,-139.80572894301432,-110.80271725541454,-180.63082032561667,-109.42936187767586,-247.8758032799755,31.988565914372998,27.6499430655806,-83.4953072787076,-201.6702509179656,-140.6639864752569,-133.20806217506563,-35.699436693865636,-142.52580672745282,-207.22227933529777,-130.03300885840238,-98.35712000833976,-75.63591912530242,-150.9027565941121,-90.74252443940267,-69.0526212261444,-27.72686606606132,-80.81577035160288,-64.19409359323802,-129.55763017602752,-104.65857438848244,-79.98044787578559,-5.893051831535047,-205.5954621383154,22.3283667334849,-14.98336575380361,-147.98821485237576,-101.53972344784032,-176.8134406591163,-138.06540855198503,-288.3928022134519,-99.89780363648114,-179.77052731359962,-104.71120478617988,-86.76100106002625,-130.5145925125984,-38.49760668386463,-292.84244730955356,-66.43393471153612,20.183241114020717,-98.9489211719347,-172.79932405606766,-71.50298139274761,-99.97439331883564,-95.27119100277989,-150.46460387858846,-167.39046839645485,-74.35028309152491,-97.7653797031335,-241.61915229130304,-114.65525421404104,-236.6293430848652,-109.45297319686134,-147.91357265841052,-191.0543573751912,-143.3143361942186,-129.60009817372102,-50.55528421352403,-77.36187427242842,-62.43815851731202,-162.92752023931482,-123.2320770227004,-167.79069287217348,-81.83835195556517,-162.7764264342762,-45.06296740374353,-29.1786130027769,-102.83585993674606,-186.76593492854929,-27.25732208722576,-110.9613048758878
-227.57822912035766,-148.3232265235967,-155.41778816070604,-356.41039661253575,-55.324086213909595,-28.933471829731133,-80.16783726399774,-53.05163038104459,-124.8738126319322,38.91855662093877,-6.551012198865749,-81.62198304338983,-88.87029911064582,-177.59221662389353,-125.6104330854613,-133.37351641226525,-390.702939516227,-115.18713071741166,-111.04919632917051,-58.10894424746428,-188.6572546857924,-69.08820524431684,-131.8048204952782,-98.87492357804052,-96.41074454951394,-108.2121787211172,-133.00779514347573,-55.75905869093063,-84.29138528386886,-121.03048552121516,19.032909253447684,-52.8779920699522,-9.93428993447202,-91.59423838322516,-193.64349295710434,-77.64894408654402,-98.63206344049303,-71.75073803547741,-93.3572759912015,-96.46319861065217,-139.4708921380659,-75.98017896984129,-183.17267455371268,-92.18590137478884,-84.61680718850516,-41.85014355616158,-149.62909418737115,-39.704548440945956,-169.303801941818,-122.5000694026777,-91.64659535841804,-19.74988234411842,-96.30828587936202,-36.36333011434209,-58.55932034646838,-139.8703551755396,-92.31875575030602,-274.25903539839163,-143.56212805781297,-233.8211253081745,-84.01093290016547,-37.881390101964115,-117.35393866030358,-6.6692399273774186,-150.34176394602616,-88.14467386602644,-288.79459040288543,-132.3102271546893,-41.04936160501842,-189.74424379383964,-156.57187621036383,-174.5335404427504,-29.8461555726833,-227.17199622604232,-14.189629476452666,-79.37166991208733,-88.9679438669695,-81.43433675180239,-188.52078384841582,-62.04147001247486,-175.51354643286317,16.376322716461402,-107.47188588744564,-83.73166193181459,-121.34072060075715,-138.19465516164325,-87.63005958555544,-227.11924639503366,-8.325266081596112,-60.726239165777315,-226.44510330273482,-132.14621533168287,-44.61818994498731,-108.07712420633669,-132.48748549585633,-35.85208993924641,-128.3884127965033,-189.2262098108236,20.481707606241827,-153.190105572285
-1.9781708166205192,-117.4885868786975,-75.02168563836136,-215.3091792581303,-194.8074647100796,-33.05354603181442,-102.42289612357689,-117.80751422303638,-106.28512064766704,-49.87557405091883,-144.43888889443315,-86.23275789067651,-152.64955443615895,-188.2489798514997,-285.01553122055503,-129.4138032185361,-267.6794840555563,-82.81602252270017,-204.91443767465103,-84.27657608179481,-307.0156115763576,-40.5340827329413,-116.74080588846562,-88.5714494366751,-37.614723542052616,-158.25222014690246,-102.19613595081552,-112.24963807823934,-119.73794763602638,-223.36280055813614,12.877696148045857,-159.05846644893546,-73.77565032314288,-84.53829813995605,-170.8814161116486,-96.51431345129544,-276.5072663198671,-161.2860047456703,-139.0684729796763,-195.4662936886591,-159.27385799640547,-38.34234434759509,-209.15953600183838,-99.67308670195303,-54.83588149609841,-183.10084083450232,-187.39544423187516,-85.89490312700752,-115.53711012757958,-304.4028924420096,-113.14826379473772,-63.00557115916126,-5.404809024074126,-174.18870695965683,-77.11057847685811,-312.4471150010853,-28.181433388315867,-121.1473322174923,-7.8162843632374575,-223.5255793940537,-69.21723447901718,-90.656558181739,-99.23834261653565,-82.19899823489033,-45.59704991758332,-194.23251113487152,-134.14053044615713,-100.16079721713936,-80.49365515845449,-123.16748378745086,-140.2125164001534,-90.84080098095626,-64.57213269548458,-71.59783023907255,-22.949519013911896,-113.11064101153636,-115.56086279107393,-127.19601353373935,-158.29075448067283,-84.62628125897146,-153.91201379754546,13.401159652253,-29.848521546735668,-66.07692001684416,-300.0636311196665,-138.91835038786934,-94.61157612176248,-267.9423221196967,-48.77690996980391,-107.23013781336266,-356.73652658909145,-310.2210713302833,-90.26887723976182,-101.50582166627919,-193.34602752018736,-157.49579085860466,-202.35519183402084,-222.7143183710836,-50.48601557729319,-194.1764007973146
54.44696290582257,-94.91812874854688,-84.76463106495711,-99.36847417854281,-118.54564334484817,-99.9978576332455,-60.292890183669186,-82.7887115898317,-124.60491339216131,-133.02192983682502,-93.404311797639,-108.65910975771888,-132.4305210614177,-42.38941594264199,-130.52823418346273,-81.13555205721494,-194.42585944273904,-52.63530897850981,-162.6925172278566,-100.22709246034717,-138.8248170698852,-0.5485486327565354,-30.50156846693568,-69.80614104132817,-3.3595004106447846,-90.9536367076067,-135.42591045390313,-48.75491979105047,-60.26653015826028,-223.254895185528,33.51383352209828,-131.46171860225664,-80.69695121625281,-23.667046020499185,-91.62206526508064,-22.64301430760139,-175.94042690126835,-216.90027470661065,-103.84747610309117,-63.251170701412235,-132.84451367924143,-4.41396743911892,-199.17214070547445,-120.62014060871084,-20.0521822655283,-122.65444258187782,-110.78564588570774,-117.03258406644503,-150.82112740802884,-201.5668311117569,-187.1289525178386,-21.51274044186181,49.54535367070446,-28.192632525082246,-49.715184868609214,-67.65042452180555,-67.5885920334288,-105.04322498302466,5.601136280086877,-151.6547934027581,85.64514077073645,-63.91789546075816,-31.123432685224486,-72.90203203901936,-117.32390413574743,-23.218847647225914,-50.699591511774344,-47.583201314270156,-178.52594712227662,-64.82320993006786,-99.18763946246489,-79.76946523597363,-84.73551434977279,-93.73832738949639,-167.21400492867716,-102.40118128513282,-59.886079981167,-73.72513523299958,-81.64941788030339,-57.42496622399008,-138.98352717424657,43.428848729017375,54.697311146491415,53.98623558931959,-312.153571011606,-7.61476432993328,-275.6611500577849,-83.19410684836512,-140.69950097453383,-37.30456781553451,-99.70629926712306,-103.4446450842494,-30.321472283237426,-93.7578377317532,-307.96142098354153,-53.18024285798177,-39.19405858747919,-107.68842396921238,-20.89355616580849,-157.2406389565168
84.72916224047177,-57.83105151940086,46.36173469016464,-65.0977917932735,48.97686469619558,-185.1972415340969,-15.898262916839968,48.03047243606912,32.60995586030538,-24.158982855686446,-41.2168839688899,-77.57124455430753,-168.66716784975827,-65.07846846168272,-51.42191581339361,51.86486297843757,20.55170434688219,50.691262237259366,-45.15345977103189,-57.77233407886618,-91.25701754528401,-25.096741976507445,-31.41173733008017,17.55009259995927,-20.86853052406741,-7.820465993469043,-19.008651393615423,-64.32343270351905,39.62583840113092,-202.4562450969989,-7.006406374171604,-60.39061371056138,-5.227199080596222,-33.00974184668243,-36.92098601955959,55.478308420566606,-143.70092509569136,-32.8394563857365,-144.85649607511064,-6.087851009513088,-25.03797850679004,-77.06668137621463,-57.42418151894444,-36.151023966385964,0.8523809583251705,-53.31308807250596,-103.51002594281394,-55.56906958441155,-9.679679153149294,-95.55254026953494,-7.087332309795443,-108.42348250926673,59.160662857374916,34.15526395323377,21.854140554898407,26.317351374167515,-17.484015284018824,-38.67340606439703,-5.906534770118412,-112.20452863702693,31.20127664654862,-77.61975565076463,43.410192761401106,-112.77915165203544,-156.81100499755658,22.620806308370646,-41.46970022506699,15.823406848947116,-105.04546903006022,-25.687358117152257,-9.899350295297268,-63.921714084485444,-42.14168980232873,11.572682416394315,-41.55103713296208,-11.3605765104721,11.279859742454533,-53.35838508272283,-37.335789538742375,-31.21879296114136,-124.82245819863905,70.28248408096368,10.654553363730315,19.488125599943743,-168.00761696268106,-20.453793947554544,-64.83412931419682,-52.083246611984436,-57.685800579612504,-5.357620134960399,-41.35318588753361,-28.674430259826096,-44.82222410034731,19.272147765161606,-230.92864534943007,67.0352759555247,2.5583471189511044,-28.560973620436812,18.221915905752496,-118.71034559691466
